id,x,y
6,470,492
6,472,490
6,472,487
6,474,485
6,474,482
6,476,479
6,476,477
6,480,469
6,480,466
6,482,464
6,482,460
6,486,452
6,486,449
6,489,444
6,492,444
