"year","including.up.to.week.start","including.up.to.week.end","month","province","cases","total.cases","total.deaths","rate.per.100000","fatality.rate","population"
"2009",2009-12-27,2010-01-02,"December","Uttaradit","1","105","0","22.62","0.00",464205
"2009",2009-12-27,2010-01-02,"December","Tak","22","880","1","163.47","0.11",538330
"2009",2009-12-27,2010-01-02,"December","Sukhothai","4","339","0","56.14","0.00",603817
"2009",2009-12-27,2010-01-02,"December","Phitsanulok","21","731","1","86.61","0.14",843995
"2009",2009-12-27,2010-01-02,"December","Phetchabun","16","689","2","69.16","0.29",996231
"2009",2009-12-27,2010-01-02,"December","Phrae","2","675","0","145.64","0.00",463477
"2009",2009-12-27,2010-01-02,"December","Phayao","19","587","0","120.44","0.00",487386
"2009",2009-12-27,2010-01-02,"December","Mae Hong Son","2","604","2","239.03","0.33",252692
"2009",2009-12-27,2010-01-02,"December","Lamphun","0","151","0","37.27","0.00",405125
"2009",2009-12-27,2010-01-02,"December","Lampang","12","576","0","75.04","0.00",767615
"2009",2009-12-27,2010-01-02,"December","Chiang Mai","35","1831","0","109.62","0.00",1670317
"2009",2009-12-27,2010-01-02,"December","Phra Nakhon Si Ayutthaya","33","503","0","65.40","0.00",769126
"2010",2010-12-26,2011-01-01,"January","Songkhla","242","6048","13","450.02","0.21",1343954
"2010",2010-12-26,2011-01-01,"January","Satun","37","1062","2","362.33","0.19",293101
"2010",2010-12-26,2011-01-01,"January","Yala","76","1354","0","281.89","0.00",480334
"2010",2010-12-26,2011-01-01,"January","Pattani","135","3186","11","491.95","0.35",647624
"2010",2010-12-26,2011-01-01,"January","Narathiwat","87","3124","5","429.08","0.16",728071
"2010",2010-12-26,2011-01-01,"January","Loei","19","898","1","144.66","0.11",620780
"2010",2010-12-26,2011-01-01,"January","Phuket","28","661","0","196.78","0.00",335913
"2010",2010-12-26,2011-01-01,"January","Phang Nga","15","358","0","142.26","0.00",251657
"2010",2010-12-26,2011-01-01,"January","Krabi","55","1599","6","374.86","0.38",426556
"2010",2010-12-26,2011-01-01,"January","Trang","29","952","1","153.88","0.11",618675
"2010",2010-12-26,2011-01-01,"January","Phatthalung","55","2050","3","403.72","0.15",507777
"2010",2010-12-26,2011-01-01,"January","Nakhon Si Thammarat","157","5870","18","387.08","0.31",1516499
"2010",2010-12-26,2011-01-01,"January","Surat Thani","54","2171","2","218.36","0.09",994221
"2010",2010-12-26,2011-01-01,"January","Ranong","9","178","0","97.93","0.00",181754
"2010",2010-12-26,2011-01-01,"January","Chumphon","19","668","1","136.96","0.15",487744
"2010",2010-12-26,2011-01-01,"January","Suphan Buri","70","613","0","72.58","0.00",844590
"2010",2010-12-26,2011-01-01,"January","Yasothon","6","400","1","74.19","0.25",539134
"2010",2010-12-26,2011-01-01,"January","Ubon Ratchathani","4","1796","3","99.57","0.17",1803754
"2010",2010-12-26,2011-01-01,"January","Sisaket","11","2619","0","181.08","0.00",1446345
"2010",2010-12-26,2011-01-01,"January","Amnat Charoen","1","376","0","101.40","0.00",370804
"2010",2010-12-26,2011-01-01,"January","Surin","42","4499","3","326.53","0.07",1377827
"2010",2010-12-26,2011-01-01,"January","Nakhon Ratchasima","87","5348","12","207.99","0.22",2571292
"2010",2010-12-26,2011-01-01,"January","Chaiyaphum","14","781","2","69.41","0.26",1125166
"2010",2010-12-26,2011-01-01,"January","Buriram","66","4057","2","262.29","0.05",1546784
"2010",2010-12-26,2011-01-01,"January","Roi Et","7","1615","1","123.46","0.06",1308159
"2010",2010-12-26,2011-01-01,"January","Maha Sarakham","6","798","2","84.98","0.25",939090
"2010",2010-12-26,2011-01-01,"January","Khon Kaen","21","935","0","53.06","0.00",1762242
"2010",2010-12-26,2011-01-01,"January","Sakon Nakhon","23","1019","0","91.11","0.00",1118449
"2010",2010-12-26,2011-01-01,"January","Nakhon Phanom","11","1013","2","144.57","0.20",700690
"2010",2010-12-26,2011-01-01,"January","Mukdahan","22","872","0","257.95","0.00",338048
"2010",2010-12-26,2011-01-01,"January","Kalasin","19","465","0","47.44","0.00",980158
"2010",2010-12-26,2011-01-01,"January","Udon Thani","32","1232","2","80.06","0.16",1538940
"2010",2010-12-26,2011-01-01,"January","Nong Khai","18","883","0","97.33","0.00",907250
"2010",2010-12-26,2011-01-01,"January","Nong Bua Lam Phu","8","211","0","42.12","0.00",500913
"2010",2010-12-26,2011-01-01,"January","Nonthaburi","136","1584","1","146.93","0.06",1078071
"2010",2010-12-26,2011-01-01,"January","Trat","16","666","0","302.72","0.00",220008
"2010",2010-12-26,2011-01-01,"January","Rayong","62","2131","0","348.15","0.00",612095
"2010",2010-12-26,2011-01-01,"January","Chonburi","133","2690","2","208.59","0.07",1289590
"2010",2010-12-26,2011-01-01,"January","Chanthaburi","28","2205","0","431.30","0.00",511246
"2010",2010-12-26,2011-01-01,"January","Nan","2","277","0","58.24","0.00",475614
"2010",2010-12-26,2011-01-01,"January","Chiang Rai","15","2371","0","198.42","0.00",1194933
"2010",2010-12-26,2011-01-01,"January","Samut Prakan","146","2160","3","185.55","0.14",1164105
"2010",2010-12-26,2011-01-01,"January","Sa Kaeo","17","788","0","145.27","0.00",542451
"2010",2010-12-26,2011-01-01,"January","Prachinburi","34","1251","1","270.86","0.08",461854
"2010",2010-12-26,2011-01-01,"January","Nakhon Nayok","3","98","0","38.94","0.00",251683
"2010",2010-12-26,2011-01-01,"January","Chachoengsao","48","1118","0","167.12","0.00",668983
"2010",2010-12-26,2011-01-01,"January","Samut Songkhram","7","114","1","58.87","0.88",193647
"2010",2010-12-26,2011-01-01,"January","Samut Sakhon","136","748","1","154.35","0.13",484606
"2010",2010-12-26,2011-01-01,"January","Prachuap Khiri Khan","17","826","4","163.87","0.48",504063
"2010",2010-12-26,2011-01-01,"January","Phetchaburi","26","577","0","125.10","0.00",461239
"2010",2010-12-26,2011-01-01,"January","Ratchaburi","119","1122","1","134.33","0.09",835231
"2010",2010-12-26,2011-01-01,"January","Nakhon Pathom","76","1511","2","177.47","0.13",851426
"2010",2010-12-26,2011-01-01,"January","Kanchanaburi","37","686","0","82.31","0.00",833423
"2010",2010-12-26,2011-01-01,"January","Sing Buri","4","67","2","31.12","2.99",215299
"2010",2010-12-26,2011-01-01,"January","Saraburi","19","631","1","102.99","0.16",612707
"2010",2010-12-26,2011-01-01,"January","Lopburi","33","1216","2","161.18","0.16",754452
"2010",2010-12-26,2011-01-01,"January","Chai Nat","10","205","2","61.12","0.98",335420
"2010",2010-12-26,2011-01-01,"January","Pathum Thani","69","816","0","85.32","0.00",956376
"2010",2010-12-26,2011-01-01,"January","Ang Thong","13","308","0","108.14","0.00",284807
"2010",2010-12-26,2011-01-01,"January","Bangkok","617","10912","9","191.35","0.08",5702595
"2010",2010-12-26,2011-01-01,"January","Uthai Thani","8","153","0","46.66","0.00",327871
"2010",2010-12-26,2011-01-01,"January","Phichit","23","407","0","73.57","0.00",553193
"2010",2010-12-26,2011-01-01,"January","Nakhon Sawan","35","696","0","64.87","0.00",1072868
"2010",2010-12-26,2011-01-01,"January","Kamphaeng Phet","29","564","1","77.60","0.18",726846
"2010",2010-12-26,2011-01-01,"January","Uttaradit","2","238","0","51.41","0.00",462951
"2010",2010-12-26,2011-01-01,"January","Tak","34","2079","9","400.07","0.43",519662
"2010",2010-12-26,2011-01-01,"January","Sukhothai","17","445","0","73.82","0.00",602813
"2010",2010-12-26,2011-01-01,"January","Phitsanulok","24","819","0","96.86","0.00",845561
"2010",2010-12-26,2011-01-01,"January","Phetchabun","18","2329","0","234.04","0.00",995125
"2010",2010-12-26,2011-01-01,"January","Phrae","4","325","0","70.33","0.00",462090
"2010",2010-12-26,2011-01-01,"January","Phayao","2","1364","1","280.01","0.07",487120
"2010",2010-12-26,2011-01-01,"January","Mae Hong Son","2","626","2","258.84","0.32",241847
"2010",2010-12-26,2011-01-01,"January","Lamphun","3","534","0","131.95","0.00",404693
"2010",2010-12-26,2011-01-01,"January","Lampang","11","1375","0","179.86","0.00",764498
"2010",2010-12-26,2011-01-01,"January","Chiang Mai","44","6538","3","400.48","0.05",1632548
"2010",2010-12-26,2011-01-01,"January","Phra Nakhon Si Ayutthaya","54","564","0","72.76","0.00",775157
"2010",2010-12-26,2011-01-01,"February","Songkhla","154","6048","13","450.02","0.21",1343954
"2010",2010-12-26,2011-01-01,"February","Satun","46","1062","2","362.33","0.19",293101
"2010",2010-12-26,2011-01-01,"February","Yala","49","1354","0","281.89","0.00",480334
"2010",2010-12-26,2011-01-01,"February","Pattani","130","3186","11","491.95","0.35",647624
"2010",2010-12-26,2011-01-01,"February","Narathiwat","65","3124","5","429.08","0.16",728071
"2010",2010-12-26,2011-01-01,"February","Loei","36","898","1","144.66","0.11",620780
"2010",2010-12-26,2011-01-01,"February","Phuket","49","661","0","196.78","0.00",335913
"2010",2010-12-26,2011-01-01,"February","Phang Nga","6","358","0","142.26","0.00",251657
"2010",2010-12-26,2011-01-01,"February","Krabi","51","1599","6","374.86","0.38",426556
"2010",2010-12-26,2011-01-01,"February","Trang","16","952","1","153.88","0.11",618675
"2010",2010-12-26,2011-01-01,"February","Phatthalung","78","2050","3","403.72","0.15",507777
"2010",2010-12-26,2011-01-01,"February","Nakhon Si Thammarat","132","5870","18","387.08","0.31",1516499
"2010",2010-12-26,2011-01-01,"February","Surat Thani","48","2171","2","218.36","0.09",994221
"2010",2010-12-26,2011-01-01,"February","Ranong","5","178","0","97.93","0.00",181754
"2010",2010-12-26,2011-01-01,"February","Chumphon","13","668","1","136.96","0.15",487744
"2010",2010-12-26,2011-01-01,"February","Suphan Buri","83","613","0","72.58","0.00",844590
"2010",2010-12-26,2011-01-01,"February","Yasothon","9","400","1","74.19","0.25",539134
"2010",2010-12-26,2011-01-01,"February","Ubon Ratchathani","7","1796","3","99.57","0.17",1803754
"2010",2010-12-26,2011-01-01,"February","Sisaket","55","2619","0","181.08","0.00",1446345
"2010",2010-12-26,2011-01-01,"February","Amnat Charoen","1","376","0","101.40","0.00",370804
"2010",2010-12-26,2011-01-01,"February","Surin","54","4499","3","326.53","0.07",1377827
"2010",2010-12-26,2011-01-01,"February","Nakhon Ratchasima","81","5348","12","207.99","0.22",2571292
"2010",2010-12-26,2011-01-01,"February","Chaiyaphum","31","781","2","69.41","0.26",1125166
"2010",2010-12-26,2011-01-01,"February","Buriram","127","4057","2","262.29","0.05",1546784
"2010",2010-12-26,2011-01-01,"February","Roi Et","35","1615","1","123.46","0.06",1308159
"2010",2010-12-26,2011-01-01,"February","Maha Sarakham","7","798","2","84.98","0.25",939090
"2010",2010-12-26,2011-01-01,"February","Khon Kaen","48","935","0","53.06","0.00",1762242
"2010",2010-12-26,2011-01-01,"February","Sakon Nakhon","38","1019","0","91.11","0.00",1118449
"2010",2010-12-26,2011-01-01,"February","Nakhon Phanom","18","1013","2","144.57","0.20",700690
"2010",2010-12-26,2011-01-01,"February","Mukdahan","23","872","0","257.95","0.00",338048
"2010",2010-12-26,2011-01-01,"February","Kalasin","52","465","0","47.44","0.00",980158
"2010",2010-12-26,2011-01-01,"February","Udon Thani","31","1232","2","80.06","0.16",1538940
"2010",2010-12-26,2011-01-01,"February","Nong Khai","25","883","0","97.33","0.00",907250
"2010",2010-12-26,2011-01-01,"February","Nong Bua Lam Phu","13","211","0","42.12","0.00",500913
"2010",2010-12-26,2011-01-01,"February","Nonthaburi","111","1584","1","146.93","0.06",1078071
"2010",2010-12-26,2011-01-01,"February","Trat","12","666","0","302.72","0.00",220008
"2010",2010-12-26,2011-01-01,"February","Rayong","65","2131","0","348.15","0.00",612095
"2010",2010-12-26,2011-01-01,"February","Chonburi","137","2690","2","208.59","0.07",1289590
"2010",2010-12-26,2011-01-01,"February","Chanthaburi","60","2205","0","431.30","0.00",511246
"2010",2010-12-26,2011-01-01,"February","Nan","2","277","0","58.24","0.00",475614
"2010",2010-12-26,2011-01-01,"February","Chiang Rai","8","2371","0","198.42","0.00",1194933
"2010",2010-12-26,2011-01-01,"February","Samut Prakan","125","2160","3","185.55","0.14",1164105
"2010",2010-12-26,2011-01-01,"February","Sa Kaeo","32","788","0","145.27","0.00",542451
"2010",2010-12-26,2011-01-01,"February","Prachinburi","29","1251","1","270.86","0.08",461854
"2010",2010-12-26,2011-01-01,"February","Nakhon Nayok","10","98","0","38.94","0.00",251683
"2010",2010-12-26,2011-01-01,"February","Chachoengsao","55","1118","0","167.12","0.00",668983
"2010",2010-12-26,2011-01-01,"February","Samut Songkhram","11","114","1","58.87","0.88",193647
"2010",2010-12-26,2011-01-01,"February","Samut Sakhon","79","748","1","154.35","0.13",484606
"2010",2010-12-26,2011-01-01,"February","Prachuap Khiri Khan","15","826","4","163.87","0.48",504063
"2010",2010-12-26,2011-01-01,"February","Phetchaburi","24","577","0","125.10","0.00",461239
"2010",2010-12-26,2011-01-01,"February","Ratchaburi","87","1122","1","134.33","0.09",835231
"2010",2010-12-26,2011-01-01,"February","Nakhon Pathom","80","1511","2","177.47","0.13",851426
"2010",2010-12-26,2011-01-01,"February","Kanchanaburi","49","686","0","82.31","0.00",833423
"2010",2010-12-26,2011-01-01,"February","Sing Buri","1","67","2","31.12","2.99",215299
"2010",2010-12-26,2011-01-01,"February","Saraburi","28","631","1","102.99","0.16",612707
"2010",2010-12-26,2011-01-01,"February","Lopburi","64","1216","2","161.18","0.16",754452
"2010",2010-12-26,2011-01-01,"February","Chai Nat","5","205","2","61.12","0.98",335420
"2010",2010-12-26,2011-01-01,"February","Pathum Thani","52","816","0","85.32","0.00",956376
"2010",2010-12-26,2011-01-01,"February","Ang Thong","22","308","0","108.14","0.00",284807
"2010",2010-12-26,2011-01-01,"February","Bangkok","621","10912","9","191.35","0.08",5702595
"2010",2010-12-26,2011-01-01,"February","Uthai Thani","5","153","0","46.66","0.00",327871
"2010",2010-12-26,2011-01-01,"February","Phichit","32","407","0","73.57","0.00",553193
"2010",2010-12-26,2011-01-01,"February","Nakhon Sawan","33","696","0","64.87","0.00",1072868
"2010",2010-12-26,2011-01-01,"February","Kamphaeng Phet","33","564","1","77.60","0.18",726846
"2010",2010-12-26,2011-01-01,"February","Uttaradit","2","238","0","51.41","0.00",462951
"2010",2010-12-26,2011-01-01,"February","Tak","21","2079","9","400.07","0.43",519662
"2010",2010-12-26,2011-01-01,"February","Sukhothai","14","445","0","73.82","0.00",602813
"2010",2010-12-26,2011-01-01,"February","Phitsanulok","32","819","0","96.86","0.00",845561
"2010",2010-12-26,2011-01-01,"February","Phetchabun","36","2329","0","234.04","0.00",995125
"2010",2010-12-26,2011-01-01,"February","Phrae","4","325","0","70.33","0.00",462090
"2010",2010-12-26,2011-01-01,"February","Phayao","3","1364","1","280.01","0.07",487120
"2010",2010-12-26,2011-01-01,"February","Mae Hong Son","1","626","2","258.84","0.32",241847
"2010",2010-12-26,2011-01-01,"February","Lamphun","5","534","0","131.95","0.00",404693
"2010",2010-12-26,2011-01-01,"February","Lampang","13","1375","0","179.86","0.00",764498
"2010",2010-12-26,2011-01-01,"February","Chiang Mai","30","6538","3","400.48","0.05",1632548
"2010",2010-12-26,2011-01-01,"February","Phra Nakhon Si Ayutthaya","45","564","0","72.76","0.00",775157
"2010",2010-12-26,2011-01-01,"March","Songkhla","178","6048","13","450.02","0.21",1343954
"2010",2010-12-26,2011-01-01,"March","Satun","35","1062","2","362.33","0.19",293101
"2010",2010-12-26,2011-01-01,"March","Yala","53","1354","0","281.89","0.00",480334
"2010",2010-12-26,2011-01-01,"March","Pattani","125","3186","11","491.95","0.35",647624
"2010",2010-12-26,2011-01-01,"March","Narathiwat","62","3124","5","429.08","0.16",728071
"2010",2010-12-26,2011-01-01,"March","Loei","44","898","1","144.66","0.11",620780
"2010",2010-12-26,2011-01-01,"March","Phuket","44","661","0","196.78","0.00",335913
"2010",2010-12-26,2011-01-01,"March","Phang Nga","9","358","0","142.26","0.00",251657
"2010",2010-12-26,2011-01-01,"March","Krabi","60","1599","6","374.86","0.38",426556
"2010",2010-12-26,2011-01-01,"March","Trang","15","952","1","153.88","0.11",618675
"2010",2010-12-26,2011-01-01,"March","Phatthalung","44","2050","3","403.72","0.15",507777
"2010",2010-12-26,2011-01-01,"March","Nakhon Si Thammarat","164","5870","18","387.08","0.31",1516499
"2010",2010-12-26,2011-01-01,"March","Surat Thani","60","2171","2","218.36","0.09",994221
"2010",2010-12-26,2011-01-01,"March","Ranong","13","178","0","97.93","0.00",181754
"2010",2010-12-26,2011-01-01,"March","Chumphon","30","668","1","136.96","0.15",487744
"2010",2010-12-26,2011-01-01,"March","Suphan Buri","64","613","0","72.58","0.00",844590
"2010",2010-12-26,2011-01-01,"March","Yasothon","17","400","1","74.19","0.25",539134
"2010",2010-12-26,2011-01-01,"March","Ubon Ratchathani","67","1796","3","99.57","0.17",1803754
"2010",2010-12-26,2011-01-01,"March","Sisaket","111","2619","0","181.08","0.00",1446345
"2010",2010-12-26,2011-01-01,"March","Amnat Charoen","4","376","0","101.40","0.00",370804
"2010",2010-12-26,2011-01-01,"March","Surin","139","4499","3","326.53","0.07",1377827
"2010",2010-12-26,2011-01-01,"March","Nakhon Ratchasima","179","5348","12","207.99","0.22",2571292
"2010",2010-12-26,2011-01-01,"March","Chaiyaphum","47","781","2","69.41","0.26",1125166
"2010",2010-12-26,2011-01-01,"March","Buriram","138","4057","2","262.29","0.05",1546784
"2010",2010-12-26,2011-01-01,"March","Roi Et","48","1615","1","123.46","0.06",1308159
"2010",2010-12-26,2011-01-01,"March","Maha Sarakham","19","798","2","84.98","0.25",939090
"2010",2010-12-26,2011-01-01,"March","Khon Kaen","71","935","0","53.06","0.00",1762242
"2010",2010-12-26,2011-01-01,"March","Sakon Nakhon","62","1019","0","91.11","0.00",1118449
"2010",2010-12-26,2011-01-01,"March","Nakhon Phanom","39","1013","2","144.57","0.20",700690
"2010",2010-12-26,2011-01-01,"March","Mukdahan","49","872","0","257.95","0.00",338048
"2010",2010-12-26,2011-01-01,"March","Kalasin","63","465","0","47.44","0.00",980158
"2010",2010-12-26,2011-01-01,"March","Udon Thani","41","1232","2","80.06","0.16",1538940
"2010",2010-12-26,2011-01-01,"March","Nong Khai","49","883","0","97.33","0.00",907250
"2010",2010-12-26,2011-01-01,"March","Nong Bua Lam Phu","9","211","0","42.12","0.00",500913
"2010",2010-12-26,2011-01-01,"March","Nonthaburi","112","1584","1","146.93","0.06",1078071
"2010",2010-12-26,2011-01-01,"March","Trat","28","666","0","302.72","0.00",220008
"2010",2010-12-26,2011-01-01,"March","Rayong","86","2131","0","348.15","0.00",612095
"2010",2010-12-26,2011-01-01,"March","Chonburi","146","2690","2","208.59","0.07",1289590
"2010",2010-12-26,2011-01-01,"March","Chanthaburi","92","2205","0","431.30","0.00",511246
"2010",2010-12-26,2011-01-01,"March","Nan","4","277","0","58.24","0.00",475614
"2010",2010-12-26,2011-01-01,"March","Chiang Rai","9","2371","0","198.42","0.00",1194933
"2010",2010-12-26,2011-01-01,"March","Samut Prakan","204","2160","3","185.55","0.14",1164105
"2010",2010-12-26,2011-01-01,"March","Sa Kaeo","41","788","0","145.27","0.00",542451
"2010",2010-12-26,2011-01-01,"March","Prachinburi","42","1251","1","270.86","0.08",461854
"2010",2010-12-26,2011-01-01,"March","Nakhon Nayok","6","98","0","38.94","0.00",251683
"2010",2010-12-26,2011-01-01,"March","Chachoengsao","58","1118","0","167.12","0.00",668983
"2010",2010-12-26,2011-01-01,"March","Samut Songkhram","9","114","1","58.87","0.88",193647
"2010",2010-12-26,2011-01-01,"March","Samut Sakhon","50","748","1","154.35","0.13",484606
"2010",2010-12-26,2011-01-01,"March","Prachuap Khiri Khan","29","826","4","163.87","0.48",504063
"2010",2010-12-26,2011-01-01,"March","Phetchaburi","54","577","0","125.10","0.00",461239
"2010",2010-12-26,2011-01-01,"March","Ratchaburi","45","1122","1","134.33","0.09",835231
"2010",2010-12-26,2011-01-01,"March","Nakhon Pathom","96","1511","2","177.47","0.13",851426
"2010",2010-12-26,2011-01-01,"March","Kanchanaburi","40","686","0","82.31","0.00",833423
"2010",2010-12-26,2011-01-01,"March","Sing Buri","2","67","2","31.12","2.99",215299
"2010",2010-12-26,2011-01-01,"March","Saraburi","23","631","1","102.99","0.16",612707
"2010",2010-12-26,2011-01-01,"March","Lopburi","77","1216","2","161.18","0.16",754452
"2010",2010-12-26,2011-01-01,"March","Chai Nat","8","205","2","61.12","0.98",335420
"2010",2010-12-26,2011-01-01,"March","Pathum Thani","99","816","0","85.32","0.00",956376
"2010",2010-12-26,2011-01-01,"March","Ang Thong","21","308","0","108.14","0.00",284807
"2010",2010-12-26,2011-01-01,"March","Bangkok","591","10912","9","191.35","0.08",5702595
"2010",2010-12-26,2011-01-01,"March","Uthai Thani","5","153","0","46.66","0.00",327871
"2010",2010-12-26,2011-01-01,"March","Phichit","36","407","0","73.57","0.00",553193
"2010",2010-12-26,2011-01-01,"March","Nakhon Sawan","35","696","0","64.87","0.00",1072868
"2010",2010-12-26,2011-01-01,"March","Kamphaeng Phet","49","564","1","77.60","0.18",726846
"2010",2010-12-26,2011-01-01,"March","Uttaradit","5","238","0","51.41","0.00",462951
"2010",2010-12-26,2011-01-01,"March","Tak","56","2079","9","400.07","0.43",519662
"2010",2010-12-26,2011-01-01,"March","Sukhothai","24","445","0","73.82","0.00",602813
"2010",2010-12-26,2011-01-01,"March","Phitsanulok","35","819","0","96.86","0.00",845561
"2010",2010-12-26,2011-01-01,"March","Phetchabun","61","2329","0","234.04","0.00",995125
"2010",2010-12-26,2011-01-01,"March","Phrae","6","325","0","70.33","0.00",462090
"2010",2010-12-26,2011-01-01,"March","Phayao","2","1364","1","280.01","0.07",487120
"2010",2010-12-26,2011-01-01,"March","Mae Hong Son","1","626","2","258.84","0.32",241847
"2010",2010-12-26,2011-01-01,"March","Lamphun","11","534","0","131.95","0.00",404693
"2010",2010-12-26,2011-01-01,"March","Lampang","17","1375","0","179.86","0.00",764498
"2010",2010-12-26,2011-01-01,"March","Chiang Mai","44","6538","3","400.48","0.05",1632548
"2010",2010-12-26,2011-01-01,"March","Phra Nakhon Si Ayutthaya","28","564","0","72.76","0.00",775157
"2010",2010-12-26,2011-01-01,"April","Songkhla","231","6048","13","450.02","0.21",1343954
"2010",2010-12-26,2011-01-01,"April","Satun","59","1062","2","362.33","0.19",293101
"2010",2010-12-26,2011-01-01,"April","Yala","76","1354","0","281.89","0.00",480334
"2010",2010-12-26,2011-01-01,"April","Pattani","140","3186","11","491.95","0.35",647624
"2010",2010-12-26,2011-01-01,"April","Narathiwat","82","3124","5","429.08","0.16",728071
"2010",2010-12-26,2011-01-01,"April","Loei","51","898","1","144.66","0.11",620780
"2010",2010-12-26,2011-01-01,"April","Phuket","42","661","0","196.78","0.00",335913
"2010",2010-12-26,2011-01-01,"April","Phang Nga","22","358","0","142.26","0.00",251657
"2010",2010-12-26,2011-01-01,"April","Krabi","57","1599","6","374.86","0.38",426556
"2010",2010-12-26,2011-01-01,"April","Trang","31","952","1","153.88","0.11",618675
"2010",2010-12-26,2011-01-01,"April","Phatthalung","49","2050","3","403.72","0.15",507777
"2010",2010-12-26,2011-01-01,"April","Nakhon Si Thammarat","176","5870","18","387.08","0.31",1516499
"2010",2010-12-26,2011-01-01,"April","Surat Thani","83","2171","2","218.36","0.09",994221
"2010",2010-12-26,2011-01-01,"April","Ranong","18","178","0","97.93","0.00",181754
"2010",2010-12-26,2011-01-01,"April","Chumphon","34","668","1","136.96","0.15",487744
"2010",2010-12-26,2011-01-01,"April","Suphan Buri","31","613","0","72.58","0.00",844590
"2010",2010-12-26,2011-01-01,"April","Yasothon","14","400","1","74.19","0.25",539134
"2010",2010-12-26,2011-01-01,"April","Ubon Ratchathani","101","1796","3","99.57","0.17",1803754
"2010",2010-12-26,2011-01-01,"April","Sisaket","75","2619","0","181.08","0.00",1446345
"2010",2010-12-26,2011-01-01,"April","Amnat Charoen","10","376","0","101.40","0.00",370804
"2010",2010-12-26,2011-01-01,"April","Surin","209","4499","3","326.53","0.07",1377827
"2010",2010-12-26,2011-01-01,"April","Nakhon Ratchasima","164","5348","12","207.99","0.22",2571292
"2010",2010-12-26,2011-01-01,"April","Chaiyaphum","26","781","2","69.41","0.26",1125166
"2010",2010-12-26,2011-01-01,"April","Buriram","112","4057","2","262.29","0.05",1546784
"2010",2010-12-26,2011-01-01,"April","Roi Et","39","1615","1","123.46","0.06",1308159
"2010",2010-12-26,2011-01-01,"April","Maha Sarakham","16","798","2","84.98","0.25",939090
"2010",2010-12-26,2011-01-01,"April","Khon Kaen","22","935","0","53.06","0.00",1762242
"2010",2010-12-26,2011-01-01,"April","Sakon Nakhon","59","1019","0","91.11","0.00",1118449
"2010",2010-12-26,2011-01-01,"April","Nakhon Phanom","75","1013","2","144.57","0.20",700690
"2010",2010-12-26,2011-01-01,"April","Mukdahan","30","872","0","257.95","0.00",338048
"2010",2010-12-26,2011-01-01,"April","Kalasin","13","465","0","47.44","0.00",980158
"2010",2010-12-26,2011-01-01,"April","Udon Thani","45","1232","2","80.06","0.16",1538940
"2010",2010-12-26,2011-01-01,"April","Nong Khai","78","883","0","97.33","0.00",907250
"2010",2010-12-26,2011-01-01,"April","Nong Bua Lam Phu","7","211","0","42.12","0.00",500913
"2010",2010-12-26,2011-01-01,"April","Nonthaburi","36","1584","1","146.93","0.06",1078071
"2010",2010-12-26,2011-01-01,"April","Trat","56","666","0","302.72","0.00",220008
"2010",2010-12-26,2011-01-01,"April","Rayong","109","2131","0","348.15","0.00",612095
"2010",2010-12-26,2011-01-01,"April","Chonburi","142","2690","2","208.59","0.07",1289590
"2010",2010-12-26,2011-01-01,"April","Chanthaburi","149","2205","0","431.30","0.00",511246
"2010",2010-12-26,2011-01-01,"April","Nan","13","277","0","58.24","0.00",475614
"2010",2010-12-26,2011-01-01,"April","Chiang Rai","10","2371","0","198.42","0.00",1194933
"2010",2010-12-26,2011-01-01,"April","Samut Prakan","93","2160","3","185.55","0.14",1164105
"2010",2010-12-26,2011-01-01,"April","Sa Kaeo","26","788","0","145.27","0.00",542451
"2010",2010-12-26,2011-01-01,"April","Prachinburi","69","1251","1","270.86","0.08",461854
"2010",2010-12-26,2011-01-01,"April","Nakhon Nayok","2","98","0","38.94","0.00",251683
"2010",2010-12-26,2011-01-01,"April","Chachoengsao","51","1118","0","167.12","0.00",668983
"2010",2010-12-26,2011-01-01,"April","Samut Songkhram","7","114","1","58.87","0.88",193647
"2010",2010-12-26,2011-01-01,"April","Samut Sakhon","32","748","1","154.35","0.13",484606
"2010",2010-12-26,2011-01-01,"April","Prachuap Khiri Khan","37","826","4","163.87","0.48",504063
"2010",2010-12-26,2011-01-01,"April","Phetchaburi","77","577","0","125.10","0.00",461239
"2010",2010-12-26,2011-01-01,"April","Ratchaburi","50","1122","1","134.33","0.09",835231
"2010",2010-12-26,2011-01-01,"April","Nakhon Pathom","48","1511","2","177.47","0.13",851426
"2010",2010-12-26,2011-01-01,"April","Kanchanaburi","20","686","0","82.31","0.00",833423
"2010",2010-12-26,2011-01-01,"April","Sing Buri","4","67","2","31.12","2.99",215299
"2010",2010-12-26,2011-01-01,"April","Saraburi","17","631","1","102.99","0.16",612707
"2010",2010-12-26,2011-01-01,"April","Lopburi","25","1216","2","161.18","0.16",754452
"2010",2010-12-26,2011-01-01,"April","Chai Nat","18","205","2","61.12","0.98",335420
"2010",2010-12-26,2011-01-01,"April","Pathum Thani","40","816","0","85.32","0.00",956376
"2010",2010-12-26,2011-01-01,"April","Ang Thong","18","308","0","108.14","0.00",284807
"2010",2010-12-26,2011-01-01,"April","Bangkok","381","10912","9","191.35","0.08",5702595
"2010",2010-12-26,2011-01-01,"April","Uthai Thani","5","153","0","46.66","0.00",327871
"2010",2010-12-26,2011-01-01,"April","Phichit","9","407","0","73.57","0.00",553193
