"year","including.up.to.week.start","including.up.to.week.end","month","province","cases","total.cases","total.deaths","rate.per.100000","fatality.rate","population"
"2015",2015-12-27,2016-01-02,"February","Kalasin","1","1420","0","144.18","0.00",984907
"2015",2015-12-27,2016-01-02,"February","Udon Thani","0","375","0","23.88","0.00",1570300
"2015",2015-12-27,2016-01-02,"February","Nong Khai","2","575","0","111.16","0.00",517260
"2015",2015-12-27,2016-01-02,"February","Nong Bua Lam Phu","2","215","0","42.25","0.00",508864
"2015",2015-12-27,2016-01-02,"February","Nonthaburi","32","1924","3","163.90","0.16",1173870
"2015",2015-12-27,2016-01-02,"February","Trat","17","904","4","402.26","0.44",224730
"2015",2015-12-27,2016-01-02,"February","Rayong","85","3930","5","582.75","0.13",674393
"2015",2015-12-27,2016-01-02,"February","Chonburi","60","2832","13","199.24","0.46",1421425
"2015",2015-12-27,2016-01-02,"February","Chanthaburi","37","2210","1","419.08","0.05",527350
"2015",2015-12-27,2016-01-02,"February","Nan","0","530","0","110.82","0.00",478264
"2015",2015-12-27,2016-01-02,"February","Chiang Rai","1","1692","0","140.10","0.00",1207699
"2015",2015-12-27,2016-01-02,"February","Samut Prakan","123","2990","4","237.01","0.13",1261530
"2015",2015-12-27,2016-01-02,"February","Sa Kaeo","9","1284","2","232.53","0.16",552187
"2015",2015-12-27,2016-01-02,"February","Prachinburi","21","1942","0","405.16","0.00",479314
"2015",2015-12-27,2016-01-02,"February","Nakhon Nayok","2","432","0","167.90","0.00",257300
"2015",2015-12-27,2016-01-02,"February","Chachoengsao","18","2333","6","335.45","0.26",695478
"2015",2015-12-27,2016-01-02,"February","Samut Songkhram","29","678","0","349.14","0.00",194189
"2015",2015-12-27,2016-01-02,"February","Samut Sakhon","55","1518","2","285.40","0.13",531887
"2015",2015-12-27,2016-01-02,"February","Prachuap Khiri Khan","21","1353","4","257.66","0.30",525107
"2015",2015-12-27,2016-01-02,"February","Phetchaburi","65","2941","6","620.21","0.20",474192
"2015",2015-12-27,2016-01-02,"February","Ratchaburi","81","4378","5","513.12","0.11",853217
"2015",2015-12-27,2016-01-02,"February","Nakhon Pathom","102","3079","2","345.54","0.06",891071
"2015",2015-12-27,2016-01-02,"February","Kanchanaburi","27","1212","5","142.89","0.41",848198
"2015",2015-12-27,2016-01-02,"February","Sing Buri","0","113","0","53.26","0.00",212158
"2015",2015-12-27,2016-01-02,"February","Saraburi","13","1581","3","249.58","0.19",633460
"2015",2015-12-27,2016-01-02,"February","Lopburi","79","2258","3","297.73","0.13",758406
"2015",2015-12-27,2016-01-02,"February","Chai Nat","13","601","1","180.87","0.17",332283
"2015",2015-12-27,2016-01-02,"February","Pathum Thani","43","1445","2","134.54","0.14",1074058
"2015",2015-12-27,2016-01-02,"February","Ang Thong","18","1062","0","374.51","0.00",283568
"2015",2015-12-27,2016-01-02,"February","Bangkok","445","26291","3","461.87","0.01",5692284
"2015",2015-12-27,2016-01-02,"February","Uthai Thani","7","1561","0","472.77","0.00",330179
"2015",2015-12-27,2016-01-02,"February","Phichit","16","837","0","152.86","0.00",547543
"2015",2015-12-27,2016-01-02,"February","Nakhon Sawan","23","3653","3","340.52","0.08",1072756
"2015",2015-12-27,2016-01-02,"February","Kamphaeng Phet","14","669","1","91.70","0.15",729522
"2015",2015-12-27,2016-01-02,"February","Uttaradit","0","302","1","65.60","0.33",460400
"2015",2015-12-27,2016-01-02,"February","Tak","14","2134","1","395.51","0.05",539553
"2015",2015-12-27,2016-01-02,"February","Sukhothai","14","595","0","98.76","0.00",602460
"2015",2015-12-27,2016-01-02,"February","Phitsanulok","2","1183","1","137.72","0.08",858988
"2015",2015-12-27,2016-01-02,"February","Phetchabun","10","785","0","78.83","0.00",995807
"2015",2015-12-27,2016-01-02,"February","Phrae","3","1347","4","296.64","0.30",454083
"2015",2015-12-27,2016-01-02,"February","Phayao","0","315","1","65.02","0.32",484454
"2015",2015-12-27,2016-01-02,"February","Mae Hong Son","10","691","0","278.43","0.00",248178
"2015",2015-12-27,2016-01-02,"February","Lamphun","0","710","0","175.11","0.00",405468
"2015",2015-12-27,2016-01-02,"February","Lampang","3","1387","0","184.19","0.00",753013
"2015",2015-12-27,2016-01-02,"February","Chiang Mai","13","5089","4","303.23","0.08",1678284
"2015",2015-12-27,2016-01-02,"February","Phra Nakhon Si Ayutthaya","13","1557","3","193.75","0.19",803599
"2015",2015-12-27,2016-01-02,"March","Songkhla","56","2160","2","154.14","0.09",1401303
"2015",2015-12-27,2016-01-02,"March","Satun","4","146","0","46.69","0.00",312673
"2015",2015-12-27,2016-01-02,"March","Bueng Kan","2","255","0","60.92","0.00",418566
"2015",2015-12-27,2016-01-02,"March","Yala","10","174","0","33.99","0.00",511911
"2015",2015-12-27,2016-01-02,"March","Pattani","17","551","1","80.30","0.18",686186
"2015",2015-12-27,2016-01-02,"March","Narathiwat","42","877","1","113.19","0.11",774799
"2015",2015-12-27,2016-01-02,"March","Loei","7","951","0","149.88","0.00",634513
"2015",2015-12-27,2016-01-02,"March","Phuket","26","816","0","215.67","0.00",378364
"2015",2015-12-27,2016-01-02,"March","Phang Nga","5","382","0","146.15","0.00",261370
"2015",2015-12-27,2016-01-02,"March","Krabi","39","1714","4","375.21","0.23",456811
"2015",2015-12-27,2016-01-02,"March","Trang","7","488","0","76.40","0.00",638746
"2015",2015-12-27,2016-01-02,"March","Phatthalung","14","535","0","102.80","0.00",520419
"2015",2015-12-27,2016-01-02,"March","Nakhon Si Thammarat","87","1957","2","126.42","0.10",1548028
"2015",2015-12-27,2016-01-02,"March","Surat Thani","24","526","1","50.57","0.19",1040230
"2015",2015-12-27,2016-01-02,"March","Ranong","12","264","1","149.08","0.38",177089
"2015",2015-12-27,2016-01-02,"March","Chumphon","34","572","0","114.27","0.00",500575
"2015",2015-12-27,2016-01-02,"March","Suphan Buri","38","1227","0","144.51","0.00",849053
"2015",2015-12-27,2016-01-02,"March","Yasothon","2","1099","2","203.44","0.18",540211
"2015",2015-12-27,2016-01-02,"March","Ubon Ratchathani","44","4884","6","264.76","0.12",1844669
"2015",2015-12-27,2016-01-02,"March","Sisaket","25","3687","2","251.64","0.05",1465213
"2015",2015-12-27,2016-01-02,"March","Amnat Charoen","4","616","1","164.10","0.16",375380
"2015",2015-12-27,2016-01-02,"March","Surin","16","2727","2","195.96","0.07",1391636
"2015",2015-12-27,2016-01-02,"March","Nakhon Ratchasima","70","7194","13","274.53","0.18",2620517
"2015",2015-12-27,2016-01-02,"March","Chaiyaphum","45","2895","2","254.61","0.07",1137049
"2015",2015-12-27,2016-01-02,"March","Buriram","24","1969","1","124.68","0.05",1579248
"2015",2015-12-27,2016-01-02,"March","Roi Et","22","1966","1","150.27","0.05",1308318
"2015",2015-12-27,2016-01-02,"March","Maha Sarakham","26","1117","1","116.28","0.09",960588
"2015",2015-12-27,2016-01-02,"March","Khon Kaen","19","2248","5","125.58","0.22",1790049
"2015",2015-12-27,2016-01-02,"March","Sakon Nakhon","3","831","0","72.98","0.00",1138609
"2015",2015-12-27,2016-01-02,"March","Nakhon Phanom","9","802","0","112.43","0.00",713341
"2015",2015-12-27,2016-01-02,"March","Mukdahan","6","382","0","110.40","0.00",346016
"2015",2015-12-27,2016-01-02,"March","Kalasin","16","1420","0","144.18","0.00",984907
"2015",2015-12-27,2016-01-02,"March","Udon Thani","3","375","0","23.88","0.00",1570300
"2015",2015-12-27,2016-01-02,"March","Nong Khai","14","575","0","111.16","0.00",517260
"2015",2015-12-27,2016-01-02,"March","Nong Bua Lam Phu","1","215","0","42.25","0.00",508864
"2015",2015-12-27,2016-01-02,"March","Nonthaburi","34","1924","3","163.90","0.16",1173870
"2015",2015-12-27,2016-01-02,"March","Trat","39","904","4","402.26","0.44",224730
"2015",2015-12-27,2016-01-02,"March","Rayong","136","3930","5","582.75","0.13",674393
"2015",2015-12-27,2016-01-02,"March","Chonburi","64","2832","13","199.24","0.46",1421425
"2015",2015-12-27,2016-01-02,"March","Chanthaburi","52","2210","1","419.08","0.05",527350
"2015",2015-12-27,2016-01-02,"March","Nan","3","530","0","110.82","0.00",478264
"2015",2015-12-27,2016-01-02,"March","Chiang Rai","2","1692","0","140.10","0.00",1207699
"2015",2015-12-27,2016-01-02,"March","Samut Prakan","114","2990","4","237.01","0.13",1261530
"2015",2015-12-27,2016-01-02,"March","Sa Kaeo","17","1284","2","232.53","0.16",552187
"2015",2015-12-27,2016-01-02,"March","Prachinburi","46","1942","0","405.16","0.00",479314
"2015",2015-12-27,2016-01-02,"March","Nakhon Nayok","4","432","0","167.90","0.00",257300
"2015",2015-12-27,2016-01-02,"March","Chachoengsao","28","2333","6","335.45","0.26",695478
"2015",2015-12-27,2016-01-02,"March","Samut Songkhram","43","678","0","349.14","0.00",194189
"2015",2015-12-27,2016-01-02,"March","Samut Sakhon","75","1518","2","285.40","0.13",531887
"2015",2015-12-27,2016-01-02,"March","Prachuap Khiri Khan","37","1353","4","257.66","0.30",525107
"2015",2015-12-27,2016-01-02,"March","Phetchaburi","70","2941","6","620.21","0.20",474192
"2015",2015-12-27,2016-01-02,"March","Ratchaburi","189","4378","5","513.12","0.11",853217
"2015",2015-12-27,2016-01-02,"March","Nakhon Pathom","108","3079","2","345.54","0.06",891071
"2015",2015-12-27,2016-01-02,"March","Kanchanaburi","46","1212","5","142.89","0.41",848198
"2015",2015-12-27,2016-01-02,"March","Sing Buri","3","113","0","53.26","0.00",212158
"2015",2015-12-27,2016-01-02,"March","Saraburi","24","1581","3","249.58","0.19",633460
"2015",2015-12-27,2016-01-02,"March","Lopburi","84","2258","3","297.73","0.13",758406
"2015",2015-12-27,2016-01-02,"March","Chai Nat","10","601","1","180.87","0.17",332283
"2015",2015-12-27,2016-01-02,"March","Pathum Thani","29","1445","2","134.54","0.14",1074058
"2015",2015-12-27,2016-01-02,"March","Ang Thong","23","1062","0","374.51","0.00",283568
"2015",2015-12-27,2016-01-02,"March","Bangkok","418","26291","3","461.87","0.01",5692284
"2015",2015-12-27,2016-01-02,"March","Uthai Thani","6","1561","0","472.77","0.00",330179
"2015",2015-12-27,2016-01-02,"March","Phichit","35","837","0","152.86","0.00",547543
"2015",2015-12-27,2016-01-02,"March","Nakhon Sawan","38","3653","3","340.52","0.08",1072756
"2015",2015-12-27,2016-01-02,"March","Kamphaeng Phet","21","669","1","91.70","0.15",729522
"2015",2015-12-27,2016-01-02,"March","Uttaradit","0","302","1","65.60","0.33",460400
"2015",2015-12-27,2016-01-02,"March","Tak","27","2134","1","395.51","0.05",539553
"2015",2015-12-27,2016-01-02,"March","Sukhothai","59","595","0","98.76","0.00",602460
"2015",2015-12-27,2016-01-02,"March","Phitsanulok","4","1183","1","137.72","0.08",858988
"2015",2015-12-27,2016-01-02,"March","Phetchabun","8","785","0","78.83","0.00",995807
"2015",2015-12-27,2016-01-02,"March","Phrae","7","1347","4","296.64","0.30",454083
"2015",2015-12-27,2016-01-02,"March","Phayao","1","315","1","65.02","0.32",484454
"2015",2015-12-27,2016-01-02,"March","Mae Hong Son","1","691","0","278.43","0.00",248178
"2015",2015-12-27,2016-01-02,"March","Lamphun","1","710","0","175.11","0.00",405468
"2015",2015-12-27,2016-01-02,"March","Lampang","0","1387","0","184.19","0.00",753013
"2015",2015-12-27,2016-01-02,"March","Chiang Mai","7","5089","4","303.23","0.08",1678284
"2015",2015-12-27,2016-01-02,"March","Phra Nakhon Si Ayutthaya","28","1557","3","193.75","0.19",803599
"2015",2015-12-27,2016-01-02,"April","Songkhla","34","2160","2","154.14","0.09",1401303
"2015",2015-12-27,2016-01-02,"April","Satun","4","146","0","46.69","0.00",312673
"2015",2015-12-27,2016-01-02,"April","Bueng Kan","0","255","0","60.92","0.00",418566
"2015",2015-12-27,2016-01-02,"April","Yala","6","174","0","33.99","0.00",511911
"2015",2015-12-27,2016-01-02,"April","Pattani","8","551","1","80.30","0.18",686186
"2015",2015-12-27,2016-01-02,"April","Narathiwat","22","877","1","113.19","0.11",774799
"2015",2015-12-27,2016-01-02,"April","Loei","12","951","0","149.88","0.00",634513
"2015",2015-12-27,2016-01-02,"April","Phuket","40","816","0","215.67","0.00",378364
"2015",2015-12-27,2016-01-02,"April","Phang Nga","8","382","0","146.15","0.00",261370
"2015",2015-12-27,2016-01-02,"April","Krabi","65","1714","4","375.21","0.23",456811
"2015",2015-12-27,2016-01-02,"April","Trang","10","488","0","76.40","0.00",638746
"2015",2015-12-27,2016-01-02,"April","Phatthalung","13","535","0","102.80","0.00",520419
"2015",2015-12-27,2016-01-02,"April","Nakhon Si Thammarat","78","1957","2","126.42","0.10",1548028
"2015",2015-12-27,2016-01-02,"April","Surat Thani","16","526","1","50.57","0.19",1040230
"2015",2015-12-27,2016-01-02,"April","Ranong","12","264","1","149.08","0.38",177089
"2015",2015-12-27,2016-01-02,"April","Chumphon","32","572","0","114.27","0.00",500575
"2015",2015-12-27,2016-01-02,"April","Suphan Buri","31","1227","0","144.51","0.00",849053
"2015",2015-12-27,2016-01-02,"April","Yasothon","11","1099","2","203.44","0.18",540211
"2015",2015-12-27,2016-01-02,"April","Ubon Ratchathani","95","4884","6","264.76","0.12",1844669
"2015",2015-12-27,2016-01-02,"April","Sisaket","47","3687","2","251.64","0.05",1465213
"2015",2015-12-27,2016-01-02,"April","Amnat Charoen","2","616","1","164.10","0.16",375380
"2015",2015-12-27,2016-01-02,"April","Surin","40","2727","2","195.96","0.07",1391636
"2015",2015-12-27,2016-01-02,"April","Nakhon Ratchasima","106","7194","13","274.53","0.18",2620517
"2015",2015-12-27,2016-01-02,"April","Chaiyaphum","67","2895","2","254.61","0.07",1137049
"2015",2015-12-27,2016-01-02,"April","Buriram","39","1969","1","124.68","0.05",1579248
"2015",2015-12-27,2016-01-02,"April","Roi Et","45","1966","1","150.27","0.05",1308318
"2015",2015-12-27,2016-01-02,"April","Maha Sarakham","50","1117","1","116.28","0.09",960588
"2015",2015-12-27,2016-01-02,"April","Khon Kaen","39","2248","5","125.58","0.22",1790049
"2015",2015-12-27,2016-01-02,"April","Sakon Nakhon","14","831","0","72.98","0.00",1138609
"2015",2015-12-27,2016-01-02,"April","Nakhon Phanom","30","802","0","112.43","0.00",713341
"2015",2015-12-27,2016-01-02,"April","Mukdahan","2","382","0","110.40","0.00",346016
"2015",2015-12-27,2016-01-02,"April","Kalasin","30","1420","0","144.18","0.00",984907
"2015",2015-12-27,2016-01-02,"April","Udon Thani","3","375","0","23.88","0.00",1570300
"2015",2015-12-27,2016-01-02,"April","Nong Khai","11","575","0","111.16","0.00",517260
"2015",2015-12-27,2016-01-02,"April","Nong Bua Lam Phu","0","215","0","42.25","0.00",508864
"2015",2015-12-27,2016-01-02,"April","Nonthaburi","22","1924","3","163.90","0.16",1173870
"2015",2015-12-27,2016-01-02,"April","Trat","68","904","4","402.26","0.44",224730
"2015",2015-12-27,2016-01-02,"April","Rayong","223","3930","5","582.75","0.13",674393
"2015",2015-12-27,2016-01-02,"April","Chonburi","75","2832","13","199.24","0.46",1421425
"2015",2015-12-27,2016-01-02,"April","Chanthaburi","68","2210","1","419.08","0.05",527350
"2015",2015-12-27,2016-01-02,"April","Nan","17","530","0","110.82","0.00",478264
"2015",2015-12-27,2016-01-02,"April","Chiang Rai","9","1692","0","140.10","0.00",1207699
"2015",2015-12-27,2016-01-02,"April","Samut Prakan","118","2990","4","237.01","0.13",1261530
"2015",2015-12-27,2016-01-02,"April","Sa Kaeo","12","1284","2","232.53","0.16",552187
"2015",2015-12-27,2016-01-02,"April","Prachinburi","88","1942","0","405.16","0.00",479314
"2015",2015-12-27,2016-01-02,"April","Nakhon Nayok","6","432","0","167.90","0.00",257300
"2015",2015-12-27,2016-01-02,"April","Chachoengsao","34","2333","6","335.45","0.26",695478
"2015",2015-12-27,2016-01-02,"April","Samut Songkhram","36","678","0","349.14","0.00",194189
"2015",2015-12-27,2016-01-02,"April","Samut Sakhon","63","1518","2","285.40","0.13",531887
"2015",2015-12-27,2016-01-02,"April","Prachuap Khiri Khan","52","1353","4","257.66","0.30",525107
"2015",2015-12-27,2016-01-02,"April","Phetchaburi","102","2941","6","620.21","0.20",474192
"2015",2015-12-27,2016-01-02,"April","Ratchaburi","192","4378","5","513.12","0.11",853217
"2015",2015-12-27,2016-01-02,"April","Nakhon Pathom","91","3079","2","345.54","0.06",891071
"2015",2015-12-27,2016-01-02,"April","Kanchanaburi","51","1212","5","142.89","0.41",848198
"2015",2015-12-27,2016-01-02,"April","Sing Buri","7","113","0","53.26","0.00",212158
"2015",2015-12-27,2016-01-02,"April","Saraburi","87","1581","3","249.58","0.19",633460
"2015",2015-12-27,2016-01-02,"April","Lopburi","80","2258","3","297.73","0.13",758406
"2015",2015-12-27,2016-01-02,"April","Chai Nat","14","601","1","180.87","0.17",332283
"2015",2015-12-27,2016-01-02,"April","Pathum Thani","23","1445","2","134.54","0.14",1074058
"2015",2015-12-27,2016-01-02,"April","Ang Thong","55","1062","0","374.51","0.00",283568
"2015",2015-12-27,2016-01-02,"April","Bangkok","414","26291","3","461.87","0.01",5692284
"2015",2015-12-27,2016-01-02,"April","Uthai Thani","39","1561","0","472.77","0.00",330179
"2015",2015-12-27,2016-01-02,"April","Phichit","43","837","0","152.86","0.00",547543
"2015",2015-12-27,2016-01-02,"April","Nakhon Sawan","72","3653","3","340.52","0.08",1072756
"2015",2015-12-27,2016-01-02,"April","Kamphaeng Phet","20","669","1","91.70","0.15",729522
"2015",2015-12-27,2016-01-02,"April","Uttaradit","3","302","1","65.60","0.33",460400
"2015",2015-12-27,2016-01-02,"April","Tak","44","2134","1","395.51","0.05",539553
"2015",2015-12-27,2016-01-02,"April","Sukhothai","57","595","0","98.76","0.00",602460
"2015",2015-12-27,2016-01-02,"April","Phitsanulok","7","1183","1","137.72","0.08",858988
"2015",2015-12-27,2016-01-02,"April","Phetchabun","10","785","0","78.83","0.00",995807
"2015",2015-12-27,2016-01-02,"April","Phrae","20","1347","4","296.64","0.30",454083
"2015",2015-12-27,2016-01-02,"April","Phayao","4","315","1","65.02","0.32",484454
"2015",2015-12-27,2016-01-02,"April","Mae Hong Son","2","691","0","278.43","0.00",248178
"2015",2015-12-27,2016-01-02,"April","Lamphun","2","710","0","175.11","0.00",405468
"2015",2015-12-27,2016-01-02,"April","Lampang","9","1387","0","184.19","0.00",753013
"2015",2015-12-27,2016-01-02,"April","Chiang Mai","25","5089","4","303.23","0.08",1678284
"2015",2015-12-27,2016-01-02,"April","Phra Nakhon Si Ayutthaya","30","1557","3","193.75","0.19",803599
"2015",2015-12-27,2016-01-02,"May","Songkhla","86","2160","2","154.14","0.09",1401303
"2015",2015-12-27,2016-01-02,"May","Satun","3","146","0","46.69","0.00",312673
"2015",2015-12-27,2016-01-02,"May","Bueng Kan","2","255","0","60.92","0.00",418566
"2015",2015-12-27,2016-01-02,"May","Yala","8","174","0","33.99","0.00",511911
"2015",2015-12-27,2016-01-02,"May","Pattani","21","551","1","80.30","0.18",686186
"2015",2015-12-27,2016-01-02,"May","Narathiwat","24","877","1","113.19","0.11",774799
"2015",2015-12-27,2016-01-02,"May","Loei","78","951","0","149.88","0.00",634513
"2015",2015-12-27,2016-01-02,"May","Phuket","28","816","0","215.67","0.00",378364
"2015",2015-12-27,2016-01-02,"May","Phang Nga","26","382","0","146.15","0.00",261370
"2015",2015-12-27,2016-01-02,"May","Krabi","112","1714","4","375.21","0.23",456811
"2015",2015-12-27,2016-01-02,"May","Trang","29","488","0","76.40","0.00",638746
"2015",2015-12-27,2016-01-02,"May","Phatthalung","32","535","0","102.80","0.00",520419
"2015",2015-12-27,2016-01-02,"May","Nakhon Si Thammarat","77","1957","2","126.42","0.10",1548028
"2015",2015-12-27,2016-01-02,"May","Surat Thani","18","526","1","50.57","0.19",1040230
"2015",2015-12-27,2016-01-02,"May","Ranong","13","264","1","149.08","0.38",177089
"2015",2015-12-27,2016-01-02,"May","Chumphon","50","572","0","114.27","0.00",500575
"2015",2015-12-27,2016-01-02,"May","Suphan Buri","86","1227","0","144.51","0.00",849053
"2015",2015-12-27,2016-01-02,"May","Yasothon","27","1099","2","203.44","0.18",540211
"2015",2015-12-27,2016-01-02,"May","Ubon Ratchathani","230","4884","6","264.76","0.12",1844669
"2015",2015-12-27,2016-01-02,"May","Sisaket","169","3687","2","251.64","0.05",1465213
"2015",2015-12-27,2016-01-02,"May","Amnat Charoen","20","616","1","164.10","0.16",375380
"2015",2015-12-27,2016-01-02,"May","Surin","139","2727","2","195.96","0.07",1391636
"2015",2015-12-27,2016-01-02,"May","Nakhon Ratchasima","294","7194","13","274.53","0.18",2620517
"2015",2015-12-27,2016-01-02,"May","Chaiyaphum","210","2895","2","254.61","0.07",1137049
"2015",2015-12-27,2016-01-02,"May","Buriram","102","1969","1","124.68","0.05",1579248
"2015",2015-12-27,2016-01-02,"May","Roi Et","174","1966","1","150.27","0.05",1308318
"2015",2015-12-27,2016-01-02,"May","Maha Sarakham","96","1117","1","116.28","0.09",960588
"2015",2015-12-27,2016-01-02,"May","Khon Kaen","110","2248","5","125.58","0.22",1790049
"2015",2015-12-27,2016-01-02,"May","Sakon Nakhon","94","831","0","72.98","0.00",1138609
"2015",2015-12-27,2016-01-02,"May","Nakhon Phanom","56","802","0","112.43","0.00",713341
"2015",2015-12-27,2016-01-02,"May","Mukdahan","20","382","0","110.40","0.00",346016
"2015",2015-12-27,2016-01-02,"May","Kalasin","68","1420","0","144.18","0.00",984907
"2015",2015-12-27,2016-01-02,"May","Udon Thani","13","375","0","23.88","0.00",1570300
"2015",2015-12-27,2016-01-02,"May","Nong Khai","33","575","0","111.16","0.00",517260
"2015",2015-12-27,2016-01-02,"May","Nong Bua Lam Phu","19","215","0","42.25","0.00",508864
"2015",2015-12-27,2016-01-02,"May","Nonthaburi","45","1924","3","163.90","0.16",1173870
"2015",2015-12-27,2016-01-02,"May","Trat","111","904","4","402.26","0.44",224730
"2015",2015-12-27,2016-01-02,"May","Rayong","379","3930","5","582.75","0.13",674393
"2015",2015-12-27,2016-01-02,"May","Chonburi","262","2832","13","199.24","0.46",1421425
"2015",2015-12-27,2016-01-02,"May","Chanthaburi","184","2210","1","419.08","0.05",527350
"2015",2015-12-27,2016-01-02,"May","Nan","83","530","0","110.82","0.00",478264
"2015",2015-12-27,2016-01-02,"May","Chiang Rai","138","1692","0","140.10","0.00",1207699
"2015",2015-12-27,2016-01-02,"May","Samut Prakan","145","2990","4","237.01","0.13",1261530
"2015",2015-12-27,2016-01-02,"May","Sa Kaeo","37","1284","2","232.53","0.16",552187
"2015",2015-12-27,2016-01-02,"May","Prachinburi","187","1942","0","405.16","0.00",479314
"2015",2015-12-27,2016-01-02,"May","Nakhon Nayok","17","432","0","167.90","0.00",257300
"2015",2015-12-27,2016-01-02,"May","Chachoengsao","80","2333","6","335.45","0.26",695478
"2015",2015-12-27,2016-01-02,"May","Samut Songkhram","47","678","0","349.14","0.00",194189
"2015",2015-12-27,2016-01-02,"May","Samut Sakhon","55","1518","2","285.40","0.13",531887
"2015",2015-12-27,2016-01-02,"May","Prachuap Khiri Khan","96","1353","4","257.66","0.30",525107
"2015",2015-12-27,2016-01-02,"May","Phetchaburi","170","2941","6","620.21","0.20",474192
"2015",2015-12-27,2016-01-02,"May","Ratchaburi","298","4378","5","513.12","0.11",853217
"2015",2015-12-27,2016-01-02,"May","Nakhon Pathom","106","3079","2","345.54","0.06",891071
"2015",2015-12-27,2016-01-02,"May","Kanchanaburi","76","1212","5","142.89","0.41",848198
"2015",2015-12-27,2016-01-02,"May","Sing Buri","15","113","0","53.26","0.00",212158
"2015",2015-12-27,2016-01-02,"May","Saraburi","191","1581","3","249.58","0.19",633460
"2015",2015-12-27,2016-01-02,"May","Lopburi","259","2258","3","297.73","0.13",758406
"2015",2015-12-27,2016-01-02,"May","Chai Nat","34","601","1","180.87","0.17",332283
"2015",2015-12-27,2016-01-02,"May","Pathum Thani","48","1445","2","134.54","0.14",1074058
"2015",2015-12-27,2016-01-02,"May","Ang Thong","155","1062","0","374.51","0.00",283568
"2015",2015-12-27,2016-01-02,"May","Bangkok","1001","26291","3","461.87","0.01",5692284
"2015",2015-12-27,2016-01-02,"May","Uthai Thani","97","1561","0","472.77","0.00",330179
"2015",2015-12-27,2016-01-02,"May","Phichit","82","837","0","152.86","0.00",547543
"2015",2015-12-27,2016-01-02,"May","Nakhon Sawan","239","3653","3","340.52","0.08",1072756
"2015",2015-12-27,2016-01-02,"May","Kamphaeng Phet","39","669","1","91.70","0.15",729522
"2015",2015-12-27,2016-01-02,"May","Uttaradit","7","302","1","65.60","0.33",460400
"2015",2015-12-27,2016-01-02,"May","Tak","182","2134","1","395.51","0.05",539553
"2015",2015-12-27,2016-01-02,"May","Sukhothai","63","595","0","98.76","0.00",602460
"2015",2015-12-27,2016-01-02,"May","Phitsanulok","22","1183","1","137.72","0.08",858988
"2015",2015-12-27,2016-01-02,"May","Phetchabun","50","785","0","78.83","0.00",995807
"2015",2015-12-27,2016-01-02,"May","Phrae","94","1347","4","296.64","0.30",454083
"2015",2015-12-27,2016-01-02,"May","Phayao","37","315","1","65.02","0.32",484454
"2015",2015-12-27,2016-01-02,"May","Mae Hong Son","15","691","0","278.43","0.00",248178
"2015",2015-12-27,2016-01-02,"May","Lamphun","8","710","0","175.11","0.00",405468
"2015",2015-12-27,2016-01-02,"May","Lampang","59","1387","0","184.19","0.00",753013
"2015",2015-12-27,2016-01-02,"May","Chiang Mai","173","5089","4","303.23","0.08",1678284
"2015",2015-12-27,2016-01-02,"May","Phra Nakhon Si Ayutthaya","86","1557","3","193.75","0.19",803599
"2015",2015-12-27,2016-01-02,"June","Songkhla","161","2160","2","154.14","0.09",1401303
"2015",2015-12-27,2016-01-02,"June","Satun","22","146","0","46.69","0.00",312673
"2015",2015-12-27,2016-01-02,"June","Bueng Kan","15","255","0","60.92","0.00",418566
"2015",2015-12-27,2016-01-02,"June","Yala","11","174","0","33.99","0.00",511911
"2015",2015-12-27,2016-01-02,"June","Pattani","39","551","1","80.30","0.18",686186
"2015",2015-12-27,2016-01-02,"June","Narathiwat","27","877","1","113.19","0.11",774799
"2015",2015-12-27,2016-01-02,"June","Loei","141","951","0","149.88","0.00",634513
"2015",2015-12-27,2016-01-02,"June","Phuket","49","816","0","215.67","0.00",378364
"2015",2015-12-27,2016-01-02,"June","Phang Nga","112","382","0","146.15","0.00",261370
"2015",2015-12-27,2016-01-02,"June","Krabi","239","1714","4","375.21","0.23",456811
"2015",2015-12-27,2016-01-02,"June","Trang","51","488","0","76.40","0.00",638746
"2015",2015-12-27,2016-01-02,"June","Phatthalung","57","535","0","102.80","0.00",520419
"2015",2015-12-27,2016-01-02,"June","Nakhon Si Thammarat","190","1957","2","126.42","0.10",1548028
"2015",2015-12-27,2016-01-02,"June","Surat Thani","47","526","1","50.57","0.19",1040230
"2015",2015-12-27,2016-01-02,"June","Ranong","60","264","1","149.08","0.38",177089
"2015",2015-12-27,2016-01-02,"June","Chumphon","73","572","0","114.27","0.00",500575
"2015",2015-12-27,2016-01-02,"June","Suphan Buri","97","1227","0","144.51","0.00",849053
"2015",2015-12-27,2016-01-02,"June","Yasothon","106","1099","2","203.44","0.18",540211
"2015",2015-12-27,2016-01-02,"June","Ubon Ratchathani","547","4884","6","264.76","0.12",1844669
"2015",2015-12-27,2016-01-02,"June","Sisaket","363","3687","2","251.64","0.05",1465213
"2015",2015-12-27,2016-01-02,"June","Amnat Charoen","87","616","1","164.10","0.16",375380
"2015",2015-12-27,2016-01-02,"June","Surin","220","2727","2","195.96","0.07",1391636
"2015",2015-12-27,2016-01-02,"June","Nakhon Ratchasima","556","7194","13","274.53","0.18",2620517
"2015",2015-12-27,2016-01-02,"June","Chaiyaphum","303","2895","2","254.61","0.07",1137049
