"Year","Planning.Area","Administrative.Region","Neighborhood","Population","Month","Cases","Incidence.Per.100000"
"2011","Planning Area 3.3","XV Madureira","Campinho","10156","December","74",728.63
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","January","3",8.71
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","February","9",26.12
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","March","16",46.44
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","April","17",49.34
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","May","11",31.92
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","June","8",23.22
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","July","3",8.71
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","August","1",2.9
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","September","0",0
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","October","2",5.8
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","November","5",14.51
"2011","Planning Area 3.3","XV Madureira","Cascadura","34456","December","6",17.41
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","January","2",12.39
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","February","11",68.15
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","March","24",148.69
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","April","27",167.28
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","May","31",192.06
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","June","4",24.78
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","July","5",30.98
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","August","1",6.2
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","September","0",0
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","October","2",12.39
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","November","2",12.39
"2011","Planning Area 3.3","XV Madureira","Cavalcanti","16141","December","7",43.37
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","January","6",98.15
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","February","28",458.04
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","March","36",588.91
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","April","44",719.78
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","May","21",343.53
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","June","9",147.23
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","July","2",32.72
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","August","3",49.08
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","September","3",49.08
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","October","2",32.72
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","November","7",114.51
"2011","Planning Area 3.3","XV Madureira","Engenheiro Leal","6113","December","14",229.02
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","January","6",27.29
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","February","7",31.83
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","March","15",68.22
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","April","19",86.41
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","May","5",22.74
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","June","6",27.29
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","July","1",4.55
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","August","1",4.55
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","September","2",9.1
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","October","1",4.55
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","November","1",4.55
"2011","Planning Area 3.3","XV Madureira","Honório Gurgel","21989","December","2",9.1
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","January","4",7.98
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","February","5",9.98
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","March","2",3.99
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","April","2",3.99
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","May","0",0
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","June","0",0
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","July","0",0
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","August","2",3.99
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","September","0",0
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","October","0",0
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","November","0",0
"2011","Planning Area 3.3","XV Madureira","Madureira","50106","December","0",0
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","January","2",4.16
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","February","14",29.13
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","March","34",70.74
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","April","42",87.39
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","May","28",58.26
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","June","13",27.05
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","July","5",10.4
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","August","3",6.24
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","September","2",4.16
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","October","4",8.32
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","November","7",14.56
"2011","Planning Area 3.3","XV Madureira","Marechal Hermes","48061","December","12",24.97
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","January","9",26.44
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","February","44",129.26
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","March","72",211.52
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","April","95",279.08
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","May","60",176.26
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","June","24",70.51
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","July","7",20.56
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","August","6",17.63
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","September","4",11.75
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","October","4",11.75
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","November","13",38.19
"2011","Planning Area 3.3","XV Madureira","Oswaldo Cruz","34040","December","21",61.69
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","January","11",35.27
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","February","29",92.99
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","March","43",137.89
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","April","69",221.26
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","May","50",160.33
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","June","22",70.55
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","July","7",22.45
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","August","1",3.21
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","September","6",19.24
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","October","0",0
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","November","10",32.07
"2011","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","31185","December","27",86.58
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","January","2",4.53
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","February","16",36.21
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","March","39",88.26
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","April","64",144.84
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","May","30",67.89
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","June","22",49.79
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","July","3",6.79
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","August","4",9.05
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","September","3",6.79
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","October","4",9.05
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","November","6",13.58
"2011","Planning Area 3.3","XV Madureira","Rocha Miranda","44188","December","13",29.42
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","January","18",104.37
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","February","47",272.53
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","March","78",452.28
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","April","113",655.22
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","May","61",353.71
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","June","22",127.57
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","July","10",57.98
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","August","8",46.39
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","September","6",34.79
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","October","9",52.19
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","November","16",92.78
"2011","Planning Area 3.3","XV Madureira","Turiaçu","17246","December","23",133.36
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","January","6",39.56
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","February","32",210.98
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","March","34",224.17
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","April","46",303.29
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","May","26",171.42
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","June","9",59.34
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","July","4",26.37
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","August","0",0
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","September","2",13.19
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","October","7",46.15
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","November","5",32.97
"2011","Planning Area 3.3","XV Madureira","Vaz Lobo","15167","December","15",98.9
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","January","1",1.8
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","February","2",3.59
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","March","7",12.58
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","April","7",12.58
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","May","6",10.78
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","June","3",5.39
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","July","3",5.39
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","August","0",0
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","September","0",0
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","October","0",0
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","November","1",1.8
"2011","Planning Area 3.3","XXII Anchieta","Anchieta","55652","December","4",7.19
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","January","8",16.97
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","February","25",53.03
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","March","35",74.24
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","April","60",127.27
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","May","36",76.36
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","June","5",10.61
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","July","2",4.24
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","August","0",0
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","September","0",0
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","October","8",16.97
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","November","8",16.97
"2011","Planning Area 3.3","XXII Anchieta","Guadalupe","47144","December","41",86.97
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","January","9",34.34
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","February","54",206.01
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","March","228",869.83
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","April","455",1735.85
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","May","317",1209.37
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","June","111",423.47
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","July","8",30.52
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","August","5",19.08
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","September","5",19.08
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","October","1",3.82
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","November","33",125.9
"2011","Planning Area 3.3","XXII Anchieta","Parque Anchieta","26212","December","41",156.42
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","January","28",95.53
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","February","176",600.48
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","March","234",798.36
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","April","287",979.19
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","May","137",467.42
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","June","37",126.24
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","July","4",13.65
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","August","0",0
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","September","4",13.65
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","October","3",10.24
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","November","7",23.88
"2011","Planning Area 3.3","XXII Anchieta","Ricardo de Albuquerque","29310","December","37",126.24
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","January","4",14.63
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","February","28",102.39
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","March","45",164.55
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","April","80",292.54
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","May","42",153.58
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","June","14",51.19
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","July","6",21.94
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","August","1",3.66
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","September","2",7.31
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","October","0",0
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","November","1",3.66
"2011","Planning Area 3.3","XXV Pavuna","Acari","27347","December","9",32.91
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","January","21",149.48
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","February","36",256.25
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","March","51",363.02
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","April","110",782.97
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","May","40",284.72
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","June","15",106.77
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","July","9",64.06
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","August","5",35.59
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","September","8",56.94
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","October","8",56.94
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","November","11",78.3
"2011","Planning Area 3.3","XXV Pavuna","Barros Filho","14049","December","22",156.59
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","January","0",0
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","February","15",46.26
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","March","17",52.43
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","April","30",92.53
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","May","15",46.26
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","June","3",9.25
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","July","1",3.08
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","August","0",0
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","September","0",0
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","October","1",3.08
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","November","0",0
"2011","Planning Area 3.3","XXV Pavuna","Coelho Neto","32423","December","2",6.17
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","January","24",84.38
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","February","78",274.24
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","March","70",246.11
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","April","73",256.66
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","May","32",112.51
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","June","8",28.13
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","July","2",7.03
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","August","1",3.52
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","September","1",3.52
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","October","1",3.52
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","November","13",45.71
"2011","Planning Area 3.3","XXV Pavuna","Costa Barros","28442","December","11",38.68
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","January","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","February","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","March","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","April","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","May","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","June","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","July","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","August","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","September","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","October","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","November","0",0
"2011","Planning Area 3.3","XXV Pavuna","Parque Columbia","9202","December","0",0
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","January","4",4.11
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","February","34",34.93
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","March","39",40.06
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","April","62",63.69
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","May","36",36.98
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","June","13",13.35
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","July","2",2.05
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","August","0",0
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","September","1",1.03
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","October","1",1.03
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","November","0",0
"2011","Planning Area 3.3","XXV Pavuna","Pavuna","97350","December","1",1.03
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","January","22",91.01
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","February","78",322.69
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","March","108",446.8
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","April","159",657.79
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","May","125",517.13
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","June","35",144.8
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","July","9",37.23
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","August","4",16.55
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","September","2",8.27
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","October","7",28.96
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","November","14",57.92
"2011","Planning Area 4.0","XVI Jacarepaguá","Anil","24172","December","22",91.01
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","January","12",38.48
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","February","48",153.9
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","March","63",201.99
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","April","65",208.41
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","May","33",105.81
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","June","13",41.68
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","July","3",9.62
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","August","2",6.41
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","September","2",6.41
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","October","5",16.03
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","November","9",28.86
"2011","Planning Area 4.0","XVI Jacarepaguá","Curicica","31189","December","8",25.65
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","January","4",5.67
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","February","16",22.69
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","March","48",68.07
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","April","82",116.29
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","May","42",59.57
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","June","21",29.78
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","July","7",9.93
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","August","6",8.51
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","September","5",7.09
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","October","3",4.25
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","November","17",24.11
"2011","Planning Area 4.0","XVI Jacarepaguá","Freguesia (Jacarepaguá)","70511","December","7",9.93
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","January","1",5.64
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","February","30",169.35
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","March","118",666.1
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","April","185",1044.31
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","May","110",620.94
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","June","34",191.93
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","July","16",90.32
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","August","6",33.87
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","September","8",45.16
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","October","8",45.16
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","November","15",84.67
"2011","Planning Area 4.0","XVI Jacarepaguá","Gardênia Azul","17715","December","27",152.41
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","January","16",10.17
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","February","54",34.32
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","March","57",36.23
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","April","86",54.66
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","May","63",40.04
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","June","29",18.43
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","July","1",0.64
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","August","2",1.27
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","September","4",2.54
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","October","2",1.27
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","November","9",5.72
"2011","Planning Area 4.0","XVI Jacarepaguá","Jacarepaguá","157326","December","12",7.63
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","January","3",8.64
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","February","21",60.5
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","March","105",302.52
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","April","127",365.9
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","May","89",256.42
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","June","38",109.48
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","July","10",28.81
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","August","5",14.41
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","September","7",20.17
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","October","5",14.41
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","November","15",43.22
"2011","Planning Area 4.0","XVI Jacarepaguá","Pechincha","34709","December","15",43.22
"2011","Planning Area 4.0","XVI Jacarepaguá","Praça Seca","64147","January","38",59.24
"2011","Planning Area 4.0","XVI Jacarepaguá","Praça Seca","64147","February","94",146.54
"2011","Planning Area 4.0","XVI Jacarepaguá","Praça Seca","64147","March","316",492.62
"2011","Planning Area 4.0","XVI Jacarepaguá","Praça Seca","64147","April","421",656.31
"2011","Planning Area 4.0","XVI Jacarepaguá","Praça Seca","64147","May","352",548.74
"2011","Planning Area 4.0","XVI Jacarepaguá","Praça Seca","64147","June","121",188.63
"2011","Planning Area 4.0","XVI Jacarepaguá","Praça Seca","64147","July","31",48.33
"2011","Planning Area 4.0","XVI Jacarepaguá","Praça Seca","64147","August","24",37.41
