"Year","Planning.Area","Administrative.Region","Neighborhood","Population","Week","Cases"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","19","2"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","20","5"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","21","5"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","22","3"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","23","3"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","24","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","25","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","26","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","27","1"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","28","2"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","29","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","30","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","31","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","32","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","33","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","34","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","35","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","36","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","37","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","38","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","39","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","40","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","41","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","42","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","43","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","44","1"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","45","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","46","1"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","47","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","48","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","49","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","50","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","51","0"
"2016","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","37487","52","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","1","3"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","2","2"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","3","4"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","4","3"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","5","6"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","6","6"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","7","3"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","8","4"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","9","5"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","10","7"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","11","11"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","12","8"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","13","10"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","14","9"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","15","23"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","16","17"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","17","5"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","18","11"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","19","5"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","20","1"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","21","3"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","22","3"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","23","2"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","24","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","25","2"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","26","3"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","27","4"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","28","1"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","29","2"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","30","1"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","31","2"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","32","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","33","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","34","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","35","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","36","1"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","37","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","38","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","39","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","40","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","41","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","42","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","43","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","44","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","45","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","46","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","47","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","48","2"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","49","0"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","50","2"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","51","1"
"2016","Planning Area 3.2","XIII Méier","Méier","49828","52","1"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","1","1"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","2","1"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","3","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","4","1"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","5","3"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","6","4"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","7","6"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","8","4"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","9","2"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","10","2"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","11","3"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","12","9"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","13","11"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","14","27"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","15","16"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","16","13"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","17","9"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","18","5"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","19","9"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","20","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","21","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","22","2"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","23","1"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","24","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","25","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","26","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","27","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","28","1"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","29","1"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","30","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","31","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","32","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","33","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","34","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","35","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","36","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","37","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","38","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","39","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","40","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","41","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","42","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","43","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","44","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","45","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","46","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","47","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","48","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","49","1"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","50","1"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","51","0"
"2016","Planning Area 3.2","XIII Méier","Piedade","43378","52","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","1","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","2","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","3","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","4","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","5","6"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","6","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","7","3"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","8","2"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","9","2"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","10","4"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","11","11"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","12","11"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","13","15"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","14","12"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","15","9"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","16","12"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","17","4"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","18","3"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","19","2"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","20","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","21","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","22","2"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","23","2"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","24","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","25","2"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","26","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","27","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","28","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","29","2"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","30","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","31","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","32","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","33","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","34","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","35","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","36","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","37","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","38","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","39","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","40","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","41","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","42","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","43","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","44","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","45","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","46","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","47","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","48","1"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","49","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","50","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","51","0"
"2016","Planning Area 3.2","XIII Méier","Pilares","27250","52","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","1","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","2","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","3","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","4","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","5","1"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","6","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","7","2"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","8","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","9","1"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","10","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","11","2"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","12","2"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","13","5"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","14","2"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","15","2"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","16","5"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","17","3"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","18","4"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","19","2"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","20","2"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","21","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","22","3"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","23","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","24","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","25","1"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","26","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","27","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","28","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","29","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","30","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","31","1"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","32","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","33","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","34","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","35","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","36","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","37","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","38","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","39","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","40","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","41","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","42","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","43","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","44","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","45","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","46","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","47","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","48","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","49","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","50","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","51","0"
"2016","Planning Area 3.2","XIII Méier","Riachuelo","12653","52","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","1","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","2","2"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","3","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","4","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","5","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","6","2"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","7","1"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","8","1"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","9","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","10","1"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","11","3"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","12","6"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","13","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","14","2"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","15","1"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","16","1"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","17","3"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","18","1"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","19","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","20","1"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","21","3"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","22","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","23","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","24","1"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","25","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","26","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","27","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","28","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","29","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","30","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","31","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","32","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","33","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","34","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","35","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","36","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","37","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","38","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","39","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","40","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","41","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","42","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","43","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","44","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","45","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","46","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","47","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","48","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","49","2"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","50","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","51","0"
"2016","Planning Area 3.2","XIII Méier","Rocha","8766","52","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","1","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","2","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","3","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","4","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","5","1"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","6","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","7","1"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","8","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","9","1"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","10","6"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","11","5"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","12","15"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","13","23"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","14","25"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","15","15"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","16","13"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","17","9"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","18","4"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","19","5"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","20","3"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","21","1"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","22","1"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","23","1"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","24","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","25","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","26","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","27","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","28","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","29","1"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","30","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","31","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","32","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","33","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","34","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","35","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","36","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","37","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","38","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","39","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","40","1"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","41","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","42","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","43","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","44","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","45","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","46","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","47","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","48","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","49","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","50","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","51","0"
"2016","Planning Area 3.2","XIII Méier","Sampaio","10895","52","1"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","1","2"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","2","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","3","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","4","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","5","2"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","6","3"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","7","3"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","8","2"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","9","3"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","10","3"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","11","7"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","12","2"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","13","4"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","14","4"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","15","8"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","16","1"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","17","3"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","18","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","19","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","20","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","21","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","22","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","23","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","24","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","25","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","26","1"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","27","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","28","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","29","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","30","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","31","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","32","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","33","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","34","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","35","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","36","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","37","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","38","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","39","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","40","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","41","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","42","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","43","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","44","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","45","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","46","0"
"2016","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343","47","0"
