"Year","Province","Month","Cases","Population","Total.Cases","Incidence.Per.100000","Total.Deaths","Fatality.Rate"
"2007","Phang Nga","June","57",245394,"253","103.10","0","0.00"
"2007","Phatthalung","June","110",503321,"575","114.24","0","0.00"
"2007","Phayao","June","21",486219,"50","10.28","0","0.00"
"2007","Phetchabun","June","210",1002317,"796","79.42","2","0.25"
"2007","Phetchaburi","June","53",456681,"383","83.87","0","0.00"
"2007","Phichit","June","114",557832,"641","114.91","0","0.00"
"2007","Phitsanulok","June","117",844508,"622","73.65","1","0.16"
"2007","Phrae","June","120",468373,"311","66.40","0","0.00"
"2007","Phuket","June","94",300737,"474","157.61","5","1.05"
"2007","Prachinburi","June","181",453819,"738","162.62","0","0.00"
"2007","Prachuap Khiri Khan","June","148",494416,"692","139.96","3","0.43"
"2007","Ranong","June","12",179850,"98","54.49","1","1.02"
"2007","Ratchaburi","June","210",828930,"1155","139.34","1","0.09"
"2007","Rayong","June","266",573785,"1278","222.73","3","0.23"
"2007","Roi Et","June","405",1310047,"2061","157.32","1","0.05"
"2007","Sa Kaeo","June","83",538344,"479","88.98","0","0.00"
"2007","Sakon Nakhon","June","164",1109046,"669","60.32","0","0.00"
"2007","Samut Prakan","June","338",1107626,"2591","233.92","2","0.08"
"2007","Samut Sakhon","June","94",462510,"783","169.29","2","0.26"
"2007","Samut Songkhram","June","46",194990,"382","195.91","0","0.00"
"2007","Saraburi","June","59",609855,"415","68.05","1","0.24"
"2007","Satun","June","34",281545,"173","61.45","1","0.58"
"2007","Sing Buri","June","3",216969,"52","23.97","0","0.00"
"2007","Sisaket","June","477",1446484,"1618","111.86","3","0.19"
"2007","Songkhla","June","402",1317501,"2305","174.95","5","0.22"
"2007","Sukhothai","June","47",608820,"200","32.85","0","0.00"
"2007","Suphan Buri","June","56",843904,"664","78.68","0","0.00"
"2007","Surat Thani","June","255",960698,"1164","121.16","3","0.26"
"2007","Surin","June","573",1375257,"2620","190.51","4","0.15"
"2007","Tak","June","95",527677,"529","100.25","1","0.19"
"2007","Trang","June","53",607450,"256","42.14","0","0.00"
"2007","Trat","June","28",219949,"199","90.48","1","0.50"
"2007","Ubon Ratchathani","June","234",1783035,"1011","56.70","0","0.00"
"2007","Udon Thani","June","123",1527562,"631","41.31","1","0.16"
"2007","Uthai Thani","June","62",326988,"273","83.49","0","0.00"
"2007","Uttaradit","June","88",467482,"367","78.51","0","0.00"
"2007","Yala","June","140",468252,"761","162.52","0","0.00"
"2007","Yasothon","June","61",540889,"278","51.40","0","0.00"
"2007","Amnat Charoen","July","35",368934,"237","64.24","0","0.00"
"2007","Ang Thong","July","41",283943,"369","129.96","1","0.27"
"2007","Ayutthaya","July","57",754595,"735","97.40","5","0.68"
"2007","Bangkok","July","698",5695956,"6944","121.91","10","0.14"
"2007","Buriram","July","323",1536722,"1685","109.65","2","0.12"
"2007","Chachoengsao","July","132",654206,"782","119.53","5","0.64"
"2007","Chai Nat","July","25",339006,"233","68.73","0","0.00"
"2007","Chaiyaphum","July","96",1119146,"741","66.21","1","0.13"
"2007","Chanthaburi","July","145",502389,"1033","205.62","0","0.00"
"2007","Chiang Mai","July","158",1658298,"656","39.56","0","0.00"
"2007","Chiang Rai","July","74",1225713,"819","66.82","2","0.24"
"2007","Chonburi","July","63",1209290,"184","15.22","2","1.09"
"2007","Chumphon","July","170",478964,"1090","227.57","0","0.00"
"2007","Kalasin","July","255",975562,"1422","145.76","1","0.07"
"2007","Kamphaeng Phet","July","121",728320,"670","91.99","1","0.15"
"2007","Kanchanaburi","July","138",834447,"868","104.02","3","0.35"
"2007","Khon Kaen","July","175",1750500,"944","53.93","0","0.00"
"2007","Krabi","July","104",403363,"663","164.37","0","0.00"
"2007","Lampang","July","47",773790,"237","30.63","1","0.42"
"2007","Lamphun","July","109",405564,"392","96.66","0","0.00"
"2007","Loei","July","62",613303,"293","47.77","0","0.00"
"2007","Lopburi","July","50",752775,"523","69.48","0","0.00"
"2007","Mae Hong Son","July","77",255174,"197","77.20","0","0.00"
"2007","Maha Sarakham","July","145",937686,"791","84.36","0","0.00"
"2007","Mukdahan","July","71",335447,"318","94.80","0","0.00"
"2007","Nakhon Nayok","July","60",250003,"395","158.00","0","0.00"
"2007","Nakhon Pathom","July","133",821905,"1235","150.26","1","0.08"
"2007","Nakhon Phanom","July","54",695351,"398","57.24","0","0.00"
"2007","Nakhon Ratchasima","July","235",2555587,"1346","52.67","1","0.07"
"2007","Nakhon Sawan","July","251",1076015,"1453","135.04","1","0.07"
"2007","Nakhon Si Thammarat","July","167",1510460,"1088","72.03","3","0.28"
"2007","Nan","July","19",477662,"81","16.96","0","0.00"
"2007","Narathiwat","July","297",707171,"1261","178.32","3","0.24"
"2007","Nong Bua Lam Phu","July","19",496692,"111","22.35","1","0.90"
"2007","Nong Khai","July","115",899580,"435","48.36","3","0.69"
"2007","Nonthaburi","July","284",999057,"2179","218.11","1","0.05"
"2007","Pathum Thani","July","94",861338,"560","65.02","0","0.00"
"2007","Pattani","July","83",635730,"1084","170.51","1","0.09"
"2007","Phang Nga","July","35",245394,"253","103.10","0","0.00"
"2007","Phatthalung","July","114",503321,"575","114.24","0","0.00"
"2007","Phayao","July","9",486219,"50","10.28","0","0.00"
"2007","Phetchabun","July","195",1002317,"796","79.42","2","0.25"
"2007","Phetchaburi","July","75",456681,"383","83.87","0","0.00"
"2007","Phichit","July","67",557832,"641","114.91","0","0.00"
"2007","Phitsanulok","July","112",844508,"622","73.65","1","0.16"
"2007","Phrae","July","69",468373,"311","66.40","0","0.00"
"2007","Phuket","July","85",300737,"474","157.61","5","1.05"
"2007","Prachinburi","July","123",453819,"738","162.62","0","0.00"
"2007","Prachuap Khiri Khan","July","121",494416,"692","139.96","3","0.43"
"2007","Ranong","July","20",179850,"98","54.49","1","1.02"
"2007","Ratchaburi","July","158",828930,"1155","139.34","1","0.09"
"2007","Rayong","July","260",573785,"1278","222.73","3","0.23"
"2007","Roi Et","July","347",1310047,"2061","157.32","1","0.05"
"2007","Sa Kaeo","July","53",538344,"479","88.98","0","0.00"
"2007","Sakon Nakhon","July","173",1109046,"669","60.32","0","0.00"
"2007","Samut Prakan","July","324",1107626,"2591","233.92","2","0.08"
"2007","Samut Sakhon","July","130",462510,"783","169.29","2","0.26"
"2007","Samut Songkhram","July","32",194990,"382","195.91","0","0.00"
"2007","Saraburi","July","67",609855,"415","68.05","1","0.24"
"2007","Satun","July","40",281545,"173","61.45","1","0.58"
"2007","Sing Buri","July","1",216969,"52","23.97","0","0.00"
"2007","Sisaket","July","254",1446484,"1618","111.86","3","0.19"
"2007","Songkhla","July","256",1317501,"2305","174.95","5","0.22"
"2007","Sukhothai","July","18",608820,"200","32.85","0","0.00"
"2007","Suphan Buri","July","45",843904,"664","78.68","0","0.00"
"2007","Surat Thani","July","144",960698,"1164","121.16","3","0.26"
"2007","Surin","July","406",1375257,"2620","190.51","4","0.15"
"2007","Tak","July","134",527677,"529","100.25","1","0.19"
"2007","Trang","July","29",607450,"256","42.14","0","0.00"
"2007","Trat","July","10",219949,"199","90.48","1","0.50"
"2007","Ubon Ratchathani","July","190",1783035,"1011","56.70","0","0.00"
"2007","Udon Thani","July","138",1527562,"631","41.31","1","0.16"
"2007","Uthai Thani","July","34",326988,"273","83.49","0","0.00"
"2007","Uttaradit","July","72",467482,"367","78.51","0","0.00"
"2007","Yala","July","109",468252,"761","162.52","0","0.00"
"2007","Yasothon","July","55",540889,"278","51.40","0","0.00"
"2007","Amnat Charoen","August","36",368934,"237","64.24","0","0.00"
"2007","Ang Thong","August","52",283943,"369","129.96","1","0.27"
"2007","Ayutthaya","August","72",754595,"735","97.40","5","0.68"
"2007","Bangkok","August","762",5695956,"6944","121.91","10","0.14"
"2007","Buriram","August","299",1536722,"1685","109.65","2","0.12"
"2007","Chachoengsao","August","105",654206,"782","119.53","5","0.64"
"2007","Chai Nat","August","44",339006,"233","68.73","0","0.00"
"2007","Chaiyaphum","August","97",1119146,"741","66.21","1","0.13"
"2007","Chanthaburi","August","147",502389,"1033","205.62","0","0.00"
"2007","Chiang Mai","August","156",1658298,"656","39.56","0","0.00"
"2007","Chiang Rai","August","39",1225713,"819","66.82","2","0.24"
"2007","Chonburi","August","22",1209290,"184","15.22","2","1.09"
"2007","Chumphon","August","136",478964,"1090","227.57","0","0.00"
"2007","Kalasin","August","260",975562,"1422","145.76","1","0.07"
"2007","Kamphaeng Phet","August","104",728320,"670","91.99","1","0.15"
"2007","Kanchanaburi","August","148",834447,"868","104.02","3","0.35"
"2007","Khon Kaen","August","139",1750500,"944","53.93","0","0.00"
"2007","Krabi","August","80",403363,"663","164.37","0","0.00"
"2007","Lampang","August","24",773790,"237","30.63","1","0.42"
"2007","Lamphun","August","67",405564,"392","96.66","0","0.00"
"2007","Loei","August","30",613303,"293","47.77","0","0.00"
"2007","Lopburi","August","91",752775,"523","69.48","0","0.00"
"2007","Mae Hong Son","August","19",255174,"197","77.20","0","0.00"
"2007","Maha Sarakham","August","134",937686,"791","84.36","0","0.00"
"2007","Mukdahan","August","60",335447,"318","94.80","0","0.00"
"2007","Nakhon Nayok","August","64",250003,"395","158.00","0","0.00"
"2007","Nakhon Pathom","August","176",821905,"1235","150.26","1","0.08"
"2007","Nakhon Phanom","August","24",695351,"398","57.24","0","0.00"
"2007","Nakhon Ratchasima","August","183",2555587,"1346","52.67","1","0.07"
"2007","Nakhon Sawan","August","194",1076015,"1453","135.04","1","0.07"
"2007","Nakhon Si Thammarat","August","70",1510460,"1088","72.03","3","0.28"
"2007","Nan","August","14",477662,"81","16.96","0","0.00"
"2007","Narathiwat","August","213",707171,"1261","178.32","3","0.24"
"2007","Nong Bua Lam Phu","August","23",496692,"111","22.35","1","0.90"
"2007","Nong Khai","August","55",899580,"435","48.36","3","0.69"
"2007","Nonthaburi","August","396",999057,"2179","218.11","1","0.05"
"2007","Pathum Thani","August","77",861338,"560","65.02","0","0.00"
"2007","Pattani","August","79",635730,"1084","170.51","1","0.09"
"2007","Phang Nga","August","23",245394,"253","103.10","0","0.00"
"2007","Phatthalung","August","58",503321,"575","114.24","0","0.00"
"2007","Phayao","August","7",486219,"50","10.28","0","0.00"
"2007","Phetchabun","August","115",1002317,"796","79.42","2","0.25"
"2007","Phetchaburi","August","49",456681,"383","83.87","0","0.00"
"2007","Phichit","August","88",557832,"641","114.91","0","0.00"
"2007","Phitsanulok","August","100",844508,"622","73.65","1","0.16"
"2007","Phrae","August","27",468373,"311","66.40","0","0.00"
"2007","Phuket","August","68",300737,"474","157.61","5","1.05"
"2007","Prachinburi","August","118",453819,"738","162.62","0","0.00"
"2007","Prachuap Khiri Khan","August","99",494416,"692","139.96","3","0.43"
"2007","Ranong","August","9",179850,"98","54.49","1","1.02"
"2007","Ratchaburi","August","185",828930,"1155","139.34","1","0.09"
"2007","Rayong","August","192",573785,"1278","222.73","3","0.23"
"2007","Roi Et","August","317",1310047,"2061","157.32","1","0.05"
"2007","Sa Kaeo","August","59",538344,"479","88.98","0","0.00"
"2007","Sakon Nakhon","August","106",1109046,"669","60.32","0","0.00"
"2007","Samut Prakan","August","425",1107626,"2591","233.92","2","0.08"
"2007","Samut Sakhon","August","124",462510,"783","169.29","2","0.26"
"2007","Samut Songkhram","August","63",194990,"382","195.91","0","0.00"
"2007","Saraburi","August","72",609855,"415","68.05","1","0.24"
"2007","Satun","August","12",281545,"173","61.45","1","0.58"
"2007","Sing Buri","August","4",216969,"52","23.97","0","0.00"
"2007","Sisaket","August","185",1446484,"1618","111.86","3","0.19"
"2007","Songkhla","August","212",1317501,"2305","174.95","5","0.22"
"2007","Sukhothai","August","26",608820,"200","32.85","0","0.00"
"2007","Suphan Buri","August","120",843904,"664","78.68","0","0.00"
"2007","Surat Thani","August","90",960698,"1164","121.16","3","0.26"
"2007","Surin","August","309",1375257,"2620","190.51","4","0.15"
"2007","Tak","August","67",527677,"529","100.25","1","0.19"
"2007","Trang","August","25",607450,"256","42.14","0","0.00"
"2007","Trat","August","15",219949,"199","90.48","1","0.50"
"2007","Ubon Ratchathani","August","78",1783035,"1011","56.70","0","0.00"
"2007","Udon Thani","August","111",1527562,"631","41.31","1","0.16"
"2007","Uthai Thani","August","57",326988,"273","83.49","0","0.00"
"2007","Uttaradit","August","42",467482,"367","78.51","0","0.00"
"2007","Yala","August","93",468252,"761","162.52","0","0.00"
"2007","Yasothon","August","36",540889,"278","51.40","0","0.00"
"2007","Amnat Charoen","September","14",368934,"237","64.24","0","0.00"
"2007","Ang Thong","September","50",283943,"369","129.96","1","0.27"
"2007","Ayutthaya","September","110",754595,"735","97.40","5","0.68"
"2007","Bangkok","September","836",5695956,"6944","121.91","10","0.14"
"2007","Buriram","September","177",1536722,"1685","109.65","2","0.12"
"2007","Chachoengsao","September","63",654206,"782","119.53","5","0.64"
"2007","Chai Nat","September","23",339006,"233","68.73","0","0.00"
"2007","Chaiyaphum","September","110",1119146,"741","66.21","1","0.13"
"2007","Chanthaburi","September","74",502389,"1033","205.62","0","0.00"
"2007","Chiang Mai","September","98",1658298,"656","39.56","0","0.00"
"2007","Chiang Rai","September","25",1225713,"819","66.82","2","0.24"
"2007","Chonburi","September","13",1209290,"184","15.22","2","1.09"
"2007","Chumphon","September","124",478964,"1090","227.57","0","0.00"
"2007","Kalasin","September","199",975562,"1422","145.76","1","0.07"
"2007","Kamphaeng Phet","September","47",728320,"670","91.99","1","0.15"
"2007","Kanchanaburi","September","90",834447,"868","104.02","3","0.35"
"2007","Khon Kaen","September","100",1750500,"944","53.93","0","0.00"
"2007","Krabi","September","49",403363,"663","164.37","0","0.00"
"2007","Lampang","September","7",773790,"237","30.63","1","0.42"
"2007","Lamphun","September","77",405564,"392","96.66","0","0.00"
"2007","Loei","September","14",613303,"293","47.77","0","0.00"
"2007","Lopburi","September","66",752775,"523","69.48","0","0.00"
"2007","Mae Hong Son","September","7",255174,"197","77.20","0","0.00"
"2007","Maha Sarakham","September","100",937686,"791","84.36","0","0.00"
"2007","Mukdahan","September","27",335447,"318","94.80","0","0.00"
"2007","Nakhon Nayok","September","34",250003,"395","158.00","0","0.00"
"2007","Nakhon Pathom","September","233",821905,"1235","150.26","1","0.08"
"2007","Nakhon Phanom","September","13",695351,"398","57.24","0","0.00"
"2007","Nakhon Ratchasima","September","172",2555587,"1346","52.67","1","0.07"
"2007","Nakhon Sawan","September","161",1076015,"1453","135.04","1","0.07"
"2007","Nakhon Si Thammarat","September","51",1510460,"1088","72.03","3","0.28"
"2007","Nan","September","7",477662,"81","16.96","0","0.00"
"2007","Narathiwat","September","234",707171,"1261","178.32","3","0.24"
"2007","Nong Bua Lam Phu","September","20",496692,"111","22.35","1","0.90"
"2007","Nong Khai","September","33",899580,"435","48.36","3","0.69"
"2007","Nonthaburi","September","335",999057,"2179","218.11","1","0.05"
"2007","Pathum Thani","September","84",861338,"560","65.02","0","0.00"
"2007","Pattani","September","59",635730,"1084","170.51","1","0.09"
"2007","Phang Nga","September","11",245394,"253","103.10","0","0.00"
"2007","Phatthalung","September","59",503321,"575","114.24","0","0.00"
"2007","Phayao","September","4",486219,"50","10.28","0","0.00"
"2007","Phetchabun","September","79",1002317,"796","79.42","2","0.25"
"2007","Phetchaburi","September","29",456681,"383","83.87","0","0.00"
"2007","Phichit","September","90",557832,"641","114.91","0","0.00"
"2007","Phitsanulok","September","78",844508,"622","73.65","1","0.16"
"2007","Phrae","September","10",468373,"311","66.40","0","0.00"
"2007","Phuket","September","47",300737,"474","157.61","5","1.05"
"2007","Prachinburi","September","71",453819,"738","162.62","0","0.00"
"2007","Prachuap Khiri Khan","September","84",494416,"692","139.96","3","0.43"
"2007","Ranong","September","8",179850,"98","54.49","1","1.02"
"2007","Ratchaburi","September","149",828930,"1155","139.34","1","0.09"
"2007","Rayong","September","122",573785,"1278","222.73","3","0.23"
"2007","Roi Et","September","302",1310047,"2061","157.32","1","0.05"
"2007","Sa Kaeo","September","34",538344,"479","88.98","0","0.00"
"2007","Sakon Nakhon","September","61",1109046,"669","60.32","0","0.00"
"2007","Samut Prakan","September","259",1107626,"2591","233.92","2","0.08"
"2007","Samut Sakhon","September","65",462510,"783","169.29","2","0.26"
"2007","Samut Songkhram","September","51",194990,"382","195.91","0","0.00"
"2007","Saraburi","September","47",609855,"415","68.05","1","0.24"
"2007","Satun","September","13",281545,"173","61.45","1","0.58"
"2007","Sing Buri","September","6",216969,"52","23.97","0","0.00"
"2007","Sisaket","September","156",1446484,"1618","111.86","3","0.19"
"2007","Songkhla","September","177",1317501,"2305","174.95","5","0.22"
"2007","Sukhothai","September","13",608820,"200","32.85","0","0.00"
"2007","Suphan Buri","September","93",843904,"664","78.68","0","0.00"
"2007","Surat Thani","September","88",960698,"1164","121.16","3","0.26"
"2007","Surin","September","314",1375257,"2620","190.51","4","0.15"
"2007","Tak","September","58",527677,"529","100.25","1","0.19"
"2007","Trang","September","15",607450,"256","42.14","0","0.00"
"2007","Trat","September","10",219949,"199","90.48","1","0.50"
"2007","Ubon Ratchathani","September","54",1783035,"1011","56.70","0","0.00"
"2007","Udon Thani","September","83",1527562,"631","41.31","1","0.16"
"2007","Uthai Thani","September","34",326988,"273","83.49","0","0.00"
"2007","Uttaradit","September","37",467482,"367","78.51","0","0.00"
"2007","Yala","September","85",468252,"761","162.52","0","0.00"
"2007","Yasothon","September","27",540889,"278","51.40","0","0.00"
"2007","Amnat Charoen","October","16",368934,"237","64.24","0","0.00"
"2007","Ang Thong","October","40",283943,"369","129.96","1","0.27"
"2007","Ayutthaya","October","127",754595,"735","97.40","5","0.68"
"2007","Bangkok","October","838",5695956,"6944","121.91","10","0.14"
"2007","Buriram","October","57",1536722,"1685","109.65","2","0.12"
"2007","Chachoengsao","October","44",654206,"782","119.53","5","0.64"
"2007","Chai Nat","October","22",339006,"233","68.73","0","0.00"
"2007","Chaiyaphum","October","89",1119146,"741","66.21","1","0.13"
"2007","Chanthaburi","October","73",502389,"1033","205.62","0","0.00"
"2007","Chiang Mai","October","47",1658298,"656","39.56","0","0.00"
"2007","Chiang Rai","October","15",1225713,"819","66.82","2","0.24"
"2007","Chonburi","October","13",1209290,"184","15.22","2","1.09"
"2007","Chumphon","October","57",478964,"1090","227.57","0","0.00"
"2007","Kalasin","October","134",975562,"1422","145.76","1","0.07"
"2007","Kamphaeng Phet","October","43",728320,"670","91.99","1","0.15"
"2007","Kanchanaburi","October","107",834447,"868","104.02","3","0.35"
"2007","Khon Kaen","October","62",1750500,"944","53.93","0","0.00"
"2007","Krabi","October","36",403363,"663","164.37","0","0.00"
"2007","Lampang","October","1",773790,"237","30.63","1","0.42"
"2007","Lamphun","October","39",405564,"392","96.66","0","0.00"
"2007","Loei","October","11",613303,"293","47.77","0","0.00"
"2007","Lopburi","October","77",752775,"523","69.48","0","0.00"
"2007","Mae Hong Son","October","12",255174,"197","77.20","0","0.00"
"2007","Maha Sarakham","October","44",937686,"791","84.36","0","0.00"
"2007","Mukdahan","October","14",335447,"318","94.80","0","0.00"
"2007","Nakhon Nayok","October","35",250003,"395","158.00","0","0.00"
"2007","Nakhon Pathom","October","172",821905,"1235","150.26","1","0.08"
"2007","Nakhon Phanom","October","6",695351,"398","57.24","0","0.00"
"2007","Nakhon Ratchasima","October","110",2555587,"1346","52.67","1","0.07"
"2007","Nakhon Sawan","October","171",1076015,"1453","135.04","1","0.07"
"2007","Nakhon Si Thammarat","October","51",1510460,"1088","72.03","3","0.28"
"2007","Nan","October","5",477662,"81","16.96","0","0.00"
"2007","Narathiwat","October","98",707171,"1261","178.32","3","0.24"
"2007","Nong Bua Lam Phu","October","6",496692,"111","22.35","1","0.90"
"2007","Nong Khai","October","31",899580,"435","48.36","3","0.69"
"2007","Nonthaburi","October","239",999057,"2179","218.11","1","0.05"
"2007","Pathum Thani","October","64",861338,"560","65.02","0","0.00"
"2007","Pattani","October","63",635730,"1084","170.51","1","0.09"
"2007","Phang Nga","October","19",245394,"253","103.10","0","0.00"
"2007","Phatthalung","October","49",503321,"575","114.24","0","0.00"
"2007","Phayao","October","2",486219,"50","10.28","0","0.00"
"2007","Phetchabun","October","49",1002317,"796","79.42","2","0.25"
"2007","Phetchaburi","October","40",456681,"383","83.87","0","0.00"
"2007","Phichit","October","84",557832,"641","114.91","0","0.00"
"2007","Phitsanulok","October","60",844508,"622","73.65","1","0.16"
"2007","Phrae","October","7",468373,"311","66.40","0","0.00"
"2007","Phuket","October","23",300737,"474","157.61","5","1.05"
"2007","Prachinburi","October","49",453819,"738","162.62","0","0.00"
"2007","Prachuap Khiri Khan","October","51",494416,"692","139.96","3","0.43"
"2007","Ranong","October","6",179850,"98","54.49","1","1.02"
"2007","Ratchaburi","October","155",828930,"1155","139.34","1","0.09"
"2007","Rayong","October","109",573785,"1278","222.73","3","0.23"
"2007","Roi Et","October","118",1310047,"2061","157.32","1","0.05"
"2007","Sa Kaeo","October","14",538344,"479","88.98","0","0.00"
"2007","Sakon Nakhon","October","18",1109046,"669","60.32","0","0.00"
"2007","Samut Prakan","October","313",1107626,"2591","233.92","2","0.08"
"2007","Samut Sakhon","October","47",462510,"783","169.29","2","0.26"
"2007","Samut Songkhram","October","55",194990,"382","195.91","0","0.00"
"2007","Saraburi","October","50",609855,"415","68.05","1","0.24"
"2007","Satun","October","12",281545,"173","61.45","1","0.58"
"2007","Sing Buri","October","8",216969,"52","23.97","0","0.00"
"2007","Sisaket","October","114",1446484,"1618","111.86","3","0.19"
"2007","Songkhla","October","140",1317501,"2305","174.95","5","0.22"
"2007","Sukhothai","October","7",608820,"200","32.85","0","0.00"
"2007","Suphan Buri","October","128",843904,"664","78.68","0","0.00"
"2007","Surat Thani","October","47",960698,"1164","121.16","3","0.26"
"2007","Surin","October","151",1375257,"2620","190.51","4","0.15"
"2007","Tak","October","50",527677,"529","100.25","1","0.19"
"2007","Trang","October","18",607450,"256","42.14","0","0.00"
"2007","Trat","October","27",219949,"199","90.48","1","0.50"
"2007","Ubon Ratchathani","October","18",1783035,"1011","56.70","0","0.00"
"2007","Udon Thani","October","38",1527562,"631","41.31","1","0.16"
"2007","Uthai Thani","October","17",326988,"273","83.49","0","0.00"
"2007","Uttaradit","October","15",467482,"367","78.51","0","0.00"
"2007","Yala","October","42",468252,"761","162.52","0","0.00"
"2007","Yasothon","October","8",540889,"278","51.40","0","0.00"
"2007","Amnat Charoen","November","0",368934,"237","64.24","0","0.00"
"2007","Ang Thong","November","71",283943,"369","129.96","1","0.27"
"2007","Ayutthaya","November","154",754595,"735","97.40","5","0.68"
"2007","Bangkok","November","945",5695956,"6944","121.91","10","0.14"
"2007","Buriram","November","39",1536722,"1685","109.65","2","0.12"
"2007","Chachoengsao","November","97",654206,"782","119.53","5","0.64"
"2007","Chai Nat","November","32",339006,"233","68.73","0","0.00"
"2007","Chaiyaphum","November","28",1119146,"741","66.21","1","0.13"
"2007","Chanthaburi","November","73",502389,"1033","205.62","0","0.00"
"2007","Chiang Mai","November","40",1658298,"656","39.56","0","0.00"
"2007","Chiang Rai","November","5",1225713,"819","66.82","2","0.24"
"2007","Chonburi","November","5",1209290,"184","15.22","2","1.09"
"2007","Chumphon","November","45",478964,"1090","227.57","0","0.00"
"2007","Kalasin","November","74",975562,"1422","145.76","1","0.07"
"2007","Kamphaeng Phet","November","38",728320,"670","91.99","1","0.15"
"2007","Kanchanaburi","November","64",834447,"868","104.02","3","0.35"
"2007","Khon Kaen","November","24",1750500,"944","53.93","0","0.00"
"2007","Krabi","November","51",403363,"663","164.37","0","0.00"
"2007","Lampang","November","5",773790,"237","30.63","1","0.42"
"2007","Lamphun","November","29",405564,"392","96.66","0","0.00"
"2007","Loei","November","3",613303,"293","47.77","0","0.00"
"2007","Lopburi","November","73",752775,"523","69.48","0","0.00"
"2007","Mae Hong Son","November","8",255174,"197","77.20","0","0.00"
"2007","Maha Sarakham","November","15",937686,"791","84.36","0","0.00"
"2007","Mukdahan","November","6",335447,"318","94.80","0","0.00"
"2007","Nakhon Nayok","November","9",250003,"395","158.00","0","0.00"
"2007","Nakhon Pathom","November","164",821905,"1235","150.26","1","0.08"
"2007","Nakhon Phanom","November","0",695351,"398","57.24","0","0.00"
"2007","Nakhon Ratchasima","November","53",2555587,"1346","52.67","1","0.07"
"2007","Nakhon Sawan","November","117",1076015,"1453","135.04","1","0.07"
"2007","Nakhon Si Thammarat","November","50",1510460,"1088","72.03","3","0.28"
"2007","Nan","November","2",477662,"81","16.96","0","0.00"
"2007","Narathiwat","November","0",707171,"1261","178.32","3","0.24"
"2007","Nong Bua Lam Phu","November","2",496692,"111","22.35","1","0.90"
"2007","Nong Khai","November","8",899580,"435","48.36","3","0.69"
"2007","Nonthaburi","November","182",999057,"2179","218.11","1","0.05"
"2007","Pathum Thani","November","60",861338,"560","65.02","0","0.00"
"2007","Pattani","November","61",635730,"1084","170.51","1","0.09"
"2007","Phang Nga","November","16",245394,"253","103.10","0","0.00"
"2007","Phatthalung","November","47",503321,"575","114.24","0","0.00"
"2007","Phayao","November","1",486219,"50","10.28","0","0.00"
"2007","Phetchabun","November","22",1002317,"796","79.42","2","0.25"
"2007","Phetchaburi","November","51",456681,"383","83.87","0","0.00"
"2007","Phichit","November","67",557832,"641","114.91","0","0.00"
"2007","Phitsanulok","November","45",844508,"622","73.65","1","0.16"
"2007","Phrae","November","3",468373,"311","66.40","0","0.00"
"2007","Phuket","November","36",300737,"474","157.61","5","1.05"
"2007","Prachinburi","November","18",453819,"738","162.62","0","0.00"
"2007","Prachuap Khiri Khan","November","54",494416,"692","139.96","3","0.43"
"2007","Ranong","November","9",179850,"98","54.49","1","1.02"
"2007","Ratchaburi","November","121",828930,"1155","139.34","1","0.09"
"2007","Rayong","November","101",573785,"1278","222.73","3","0.23"
"2007","Roi Et","November","58",1310047,"2061","157.32","1","0.05"
"2007","Sa Kaeo","November","10",538344,"479","88.98","0","0.00"
"2007","Sakon Nakhon","November","12",1109046,"669","60.32","0","0.00"
"2007","Samut Prakan","November","337",1107626,"2591","233.92","2","0.08"
"2007","Samut Sakhon","November","30",462510,"783","169.29","2","0.26"
"2007","Samut Songkhram","November","47",194990,"382","195.91","0","0.00"
"2007","Saraburi","November","42",609855,"415","68.05","1","0.24"
"2007","Satun","November","22",281545,"173","61.45","1","0.58"
"2007","Sing Buri","November","6",216969,"52","23.97","0","0.00"
"2007","Sisaket","November","40",1446484,"1618","111.86","3","0.19"
"2007","Songkhla","November","117",1317501,"2305","174.95","5","0.22"
"2007","Sukhothai","November","3",608820,"200","32.85","0","0.00"
"2007","Suphan Buri","November","69",843904,"664","78.68","0","0.00"
"2007","Surat Thani","November","40",960698,"1164","121.16","3","0.26"
"2007","Surin","November","65",1375257,"2620","190.51","4","0.15"
"2007","Tak","November","43",527677,"529","100.25","1","0.19"
"2007","Trang","November","23",607450,"256","42.14","0","0.00"
"2007","Trat","November","7",219949,"199","90.48","1","0.50"
"2007","Ubon Ratchathani","November","7",1783035,"1011","56.70","0","0.00"
"2007","Udon Thani","November","11",1527562,"631","41.31","1","0.16"
"2007","Uthai Thani","November","9",326988,"273","83.49","0","0.00"
"2007","Uttaradit","November","10",467482,"367","78.51","0","0.00"
"2007","Yala","November","40",468252,"761","162.52","0","0.00"
"2007","Yasothon","November","4",540889,"278","51.40","0","0.00"
"2007","Amnat Charoen","December","0",368934,"237","64.24","0","0.00"
"2007","Ang Thong","December","60",283943,"369","129.96","1","0.27"
"2007","Ayutthaya","December","68",754595,"735","97.40","5","0.68"
"2007","Bangkok","December","219",5695956,"6944","121.91","10","0.14"
"2007","Buriram","December","22",1536722,"1685","109.65","2","0.12"
"2007","Chachoengsao","December","27",654206,"782","119.53","5","0.64"
"2007","Chai Nat","December","23",339006,"233","68.73","0","0.00"
