"Year","State","Month","Cases","Incidence.Per.100000"
1993,"Puebla","July",0,0.18
1993,"Querétaro","July",0,0
1993,"Quintana Roo","July",0,0
1993,"SanLuis Potosí","July",0,2.44
1993,"Sinaloa","July",6,8.72
1993,"Sonora","July",0,0.97
1993,"Tabasco","July",1,0.92
1993,"Tamaulipas","July",0,8.28
1993,"Tlaxcala","July",0,0.24
1993,"Veracruz","July",44,6.87
1993,"Yucatán","July",2,1.77
1993,"Zacatecas","July",0,0
1993,"Aguascalientes","August",0,0
1993,"Baja California","August",0,0.05
1993,"Baja California Sur","August",0,43.54
1993,"Campeche","August",0,1.56
1993,"Coahuila","August",0,0.66
1993,"Colima","August",0,23.22
1993,"Chiapas","August",8,5.67
1993,"Chihuahua","August",0,2.76
1993,"Distrito Federal","August",0,0
1993,"Durango","August",0,22.99
1993,"Guanajuato","August",0,0
1993,"Guerrero","August",5,4.93
1993,"Hidalgo","August",0,0
1993,"Jalisco","August",0,1.57
1993,"México","August",0,0
1993,"Michoacán","August",1,2.44
1993,"Morelos","August",3,2.4
1993,"Nayarit","August",26,28.76
1993,"Nuevo León","August",1,3.05
1993,"Oaxaca","August",38,9.06
1993,"Puebla","August",0,0.18
1993,"Querétaro","August",0,0
1993,"Quintana Roo","August",0,0
1993,"SanLuis Potosí","August",0,2.44
1993,"Sinaloa","August",14,8.72
1993,"Sonora","August",1,0.97
1993,"Tabasco","August",0,0.92
1993,"Tamaulipas","August",25,8.28
1993,"Tlaxcala","August",0,0.24
1993,"Veracruz","August",85,6.87
1993,"Yucatán","August",4,1.77
1993,"Zacatecas","August",0,0
1993,"Aguascalientes","September",0,0
1993,"Baja California","September",0,0.05
1993,"Baja California Sur","September",0,43.54
1993,"Campeche","September",1,1.56
1993,"Coahuila","September",0,0.66
1993,"Colima","September",26,23.22
1993,"Chiapas","September",126,5.67
1993,"Chihuahua","September",0,2.76
1993,"Distrito Federal","September",0,0
1993,"Durango","September",109,22.99
1993,"Guanajuato","September",0,0
1993,"Guerrero","September",20,4.93
1993,"Hidalgo","September",0,0
1993,"Jalisco","September",36,1.57
1993,"México","September",0,0
1993,"Michoacán","September",0,2.44
1993,"Morelos","September",1,2.4
1993,"Nayarit","September",44,28.76
1993,"Nuevo León","September",9,3.05
1993,"Oaxaca","September",61,9.06
1993,"Puebla","September",3,0.18
1993,"Querétaro","September",0,0
1993,"Quintana Roo","September",0,0
1993,"SanLuis Potosí","September",0,2.44
1993,"Sinaloa","September",34,8.72
1993,"Sonora","September",2,0.97
1993,"Tabasco","September",5,0.92
1993,"Tamaulipas","September",32,8.28
1993,"Tlaxcala","September",0,0.24
1993,"Veracruz","September",153,6.87
1993,"Yucatán","September",0,1.77
1993,"Zacatecas","September",0,0
1993,"Aguascalientes","October",0,0
1993,"Baja California","October",0,0.05
1993,"Baja California Sur","October",1,43.54
1993,"Campeche","October",0,1.56
1993,"Coahuila","October",0,0.66
1993,"Colima","October",31,23.22
1993,"Chiapas","October",4,5.67
1993,"Chihuahua","October",32,2.76
1993,"Distrito Federal","October",0,0
1993,"Durango","October",161,22.99
1993,"Guanajuato","October",0,0
1993,"Guerrero","October",11,4.93
1993,"Hidalgo","October",0,0
1993,"Jalisco","October",14,1.57
1993,"México","October",0,0
1993,"Michoacán","October",0,2.44
1993,"Morelos","October",0,2.4
1993,"Nayarit","October",28,28.76
1993,"Nuevo León","October",85,3.05
1993,"Oaxaca","October",50,9.06
1993,"Puebla","October",5,0.18
1993,"Querétaro","October",0,0
1993,"Quintana Roo","October",0,0
1993,"SanLuis Potosí","October",46,2.44
1993,"Sinaloa","October",42,8.72
1993,"Sonora","October",8,0.97
1993,"Tabasco","October",1,0.92
1993,"Tamaulipas","October",59,8.28
1993,"Tlaxcala","October",0,0.24
1993,"Veracruz","October",16,6.87
1993,"Yucatán","October",0,1.77
1993,"Zacatecas","October",0,0
1993,"Aguascalientes","November",0,0
1993,"Baja California","November",0,0.05
1993,"Baja California Sur","November",137,43.54
1993,"Campeche","November",0,1.56
1993,"Coahuila","November",1,0.66
1993,"Colima","November",13,23.22
1993,"Chiapas","November",16,5.67
1993,"Chihuahua","November",29,2.76
1993,"Distrito Federal","November",0,0
1993,"Durango","November",51,22.99
1993,"Guanajuato","November",0,0
1993,"Guerrero","November",7,4.93
1993,"Hidalgo","November",0,0
1993,"Jalisco","November",38,1.57
1993,"México","November",0,0
1993,"Michoacán","November",1,2.44
1993,"Morelos","November",0,2.4
1993,"Nayarit","November",21,28.76
1993,"Nuevo León","November",9,3.05
1993,"Oaxaca","November",64,9.06
1993,"Puebla","November",0,0.18
1993,"Querétaro","November",0,0
1993,"Quintana Roo","November",0,0
1993,"SanLuis Potosí","November",5,2.44
1993,"Sinaloa","November",38,8.72
1993,"Sonora","November",7,0.97
1993,"Tabasco","November",1,0.92
1993,"Tamaulipas","November",61,8.28
1993,"Tlaxcala","November",0,0.24
1993,"Veracruz","November",34,6.87
1993,"Yucatán","November",5,1.77
1993,"Zacatecas","November",0,0
1993,"Aguascalientes","December",0,0
1993,"Baja California","December",0,0.05
1993,"Baja California Sur","December",12,43.54
1993,"Campeche","December",0,1.56
1993,"Coahuila","December",0,0.66
1993,"Colima","December",27,23.22
1993,"Chiapas","December",2,5.67
1993,"Chihuahua","December",1,2.76
1993,"Distrito Federal","December",0,0
1993,"Durango","December",9,22.99
1993,"Guanajuato","December",0,0
1993,"Guerrero","December",8,4.93
1993,"Hidalgo","December",0,0
1993,"Jalisco","December",0,1.57
1993,"México","December",0,0
1993,"Michoacán","December",0,2.44
1993,"Morelos","December",4,2.4
1993,"Nayarit","December",12,28.76
1993,"Nuevo León","December",0,3.05
1993,"Oaxaca","December",34,9.06
1993,"Puebla","December",0,0.18
1993,"Querétaro","December",0,0
1993,"Quintana Roo","December",0,0
1993,"SanLuis Potosí","December",2,2.44
1993,"Sinaloa","December",17,8.72
1993,"Sonora","December",1,0.97
1993,"Tabasco","December",0,0.92
1993,"Tamaulipas","December",25,8.28
1993,"Tlaxcala","December",0,0.24
1993,"Veracruz","December",51,6.87
1993,"Yucatán","December",7,1.77
1993,"Zacatecas","December",0,0
1994,"Aguascalientes","January",0,0
1994,"Baja California","January",0,0
1994,"Baja California Sur","January",7,8.28
1994,"Campeche","January",1,15.56
1994,"Coahuila","January",0,31.44
1994,"Colima","January",2,9.89
1994,"Chiapas","January",3,4.01
1994,"Chihuahua","January",0,0.04
1994,"Distrito Federal","January",0,0
1994,"Durango","January",0,0.07
1994,"Guanajuato","January",0,0
1994,"Guerrero","January",4,4.86
1994,"Hidalgo","January",0,0.05
1994,"Jalisco","January",0,1.25
1994,"México","January",0,0
1994,"Michoacán","January",0,0
1994,"Morelos","January",0,13.99
1994,"Nayarit","January",4,13.72
1994,"Nuevo León","January",0,15.05
1994,"Oaxaca","January",7,31.01
1994,"Puebla","January",0,0.24
1994,"Querétaro","January",0,0
1994,"Quintana Roo","January",0,15.17
1994,"SanLuis Potosí","January",1,6.62
1994,"Sinaloa","January",6,8.78
1994,"Sonora","January",0,0.05
1994,"Tabasco","January",0,61.91
1994,"Tamaulipas","January",1,9.6
1994,"Tlaxcala","January",3,0.35
1994,"Veracruz","January",0,37.44
1994,"Yucatán","January",3,47.03
1994,"Zacatecas","January",0,0
1994,"Aguascalientes","February",0,0
1994,"Baja California","February",0,0
1994,"Baja California Sur","February",3,8.28
1994,"Campeche","February",0,15.56
1994,"Coahuila","February",0,31.44
1994,"Colima","February",7,9.89
1994,"Chiapas","February",0,4.01
1994,"Chihuahua","February",0,0.04
1994,"Distrito Federal","February",0,0
1994,"Durango","February",1,0.07
1994,"Guanajuato","February",0,0
1994,"Guerrero","February",1,4.86
1994,"Hidalgo","February",0,0.05
1994,"Jalisco","February",0,1.25
1994,"México","February",0,0
1994,"Michoacán","February",0,0
1994,"Morelos","February",0,13.99
1994,"Nayarit","February",10,13.72
1994,"Nuevo León","February",0,15.05
1994,"Oaxaca","February",7,31.01
1994,"Puebla","February",6,0.24
1994,"Querétaro","February",0,0
1994,"Quintana Roo","February",0,15.17
1994,"SanLuis Potosí","February",0,6.62
1994,"Sinaloa","February",9,8.78
1994,"Sonora","February",0,0.05
1994,"Tabasco","February",0,61.91
1994,"Tamaulipas","February",13,9.6
1994,"Tlaxcala","February",0,0.35
1994,"Veracruz","February",2,37.44
1994,"Yucatán","February",0,47.03
1994,"Zacatecas","February",0,0
1994,"Aguascalientes","March",0,0
1994,"Baja California","March",0,0
1994,"Baja California Sur","March",0,8.28
1994,"Campeche","March",0,15.56
1994,"Coahuila","March",0,31.44
1994,"Colima","March",14,9.89
1994,"Chiapas","March",13,4.01
1994,"Chihuahua","March",0,0.04
1994,"Distrito Federal","March",0,0
1994,"Durango","March",0,0.07
1994,"Guanajuato","March",0,0
1994,"Guerrero","March",7,4.86
1994,"Hidalgo","March",0,0.05
1994,"Jalisco","March",0,1.25
1994,"México","March",0,0
1994,"Michoacán","March",0,0
1994,"Morelos","March",0,13.99
1994,"Nayarit","March",4,13.72
1994,"Nuevo León","March",0,15.05
1994,"Oaxaca","March",5,31.01
1994,"Puebla","March",0,0.24
1994,"Querétaro","March",0,0
1994,"Quintana Roo","March",0,15.17
1994,"SanLuis Potosí","March",0,6.62
1994,"Sinaloa","March",2,8.78
1994,"Sonora","March",0,0.05
1994,"Tabasco","March",1,61.91
1994,"Tamaulipas","March",4,9.6
1994,"Tlaxcala","March",0,0.35
1994,"Veracruz","March",0,37.44
1994,"Yucatán","March",1,47.03
1994,"Zacatecas","March",0,0
1994,"Aguascalientes","April",0,0
1994,"Baja California","April",0,0
1994,"Baja California Sur","April",1,8.28
1994,"Campeche","April",0,15.56
1994,"Coahuila","April",0,31.44
1994,"Colima","April",2,9.89
1994,"Chiapas","April",4,4.01
1994,"Chihuahua","April",0,0.04
1994,"Distrito Federal","April",0,0
1994,"Durango","April",0,0.07
1994,"Guanajuato","April",0,0
1994,"Guerrero","April",6,4.86
1994,"Hidalgo","April",1,0.05
1994,"Jalisco","April",0,1.25
1994,"México","April",0,0
1994,"Michoacán","April",0,0
1994,"Morelos","April",0,13.99
1994,"Nayarit","April",7,13.72
1994,"Nuevo León","April",1,15.05
1994,"Oaxaca","April",3,31.01
1994,"Puebla","April",0,0.24
1994,"Querétaro","April",0,0
1994,"Quintana Roo","April",0,15.17
1994,"SanLuis Potosí","April",0,6.62
1994,"Sinaloa","April",1,8.78
1994,"Sonora","April",0,0.05
1994,"Tabasco","April",2,61.91
1994,"Tamaulipas","April",2,9.6
1994,"Tlaxcala","April",0,0.35
1994,"Veracruz","April",0,37.44
1994,"Yucatán","April",3,47.03
1994,"Zacatecas","April",0,0
1994,"Aguascalientes","May",0,0
1994,"Baja California","May",0,0
1994,"Baja California Sur","May",0,8.28
1994,"Campeche","May",0,15.56
1994,"Coahuila","May",0,31.44
1994,"Colima","May",2,9.89
1994,"Chiapas","May",5,4.01
1994,"Chihuahua","May",0,0.04
1994,"Distrito Federal","May",0,0
1994,"Durango","May",0,0.07
1994,"Guanajuato","May",0,0
1994,"Guerrero","May",18,4.86
1994,"Hidalgo","May",0,0.05
1994,"Jalisco","May",0,1.25
1994,"México","May",0,0
1994,"Michoacán","May",0,0
1994,"Morelos","May",0,13.99
1994,"Nayarit","May",4,13.72
1994,"Nuevo León","May",1,15.05
1994,"Oaxaca","May",8,31.01
1994,"Puebla","May",0,0.24
1994,"Querétaro","May",0,0
1994,"Quintana Roo","May",0,15.17
1994,"SanLuis Potosí","May",0,6.62
1994,"Sinaloa","May",3,8.78
1994,"Sonora","May",0,0.05
1994,"Tabasco","May",0,61.91
1994,"Tamaulipas","May",4,9.6
1994,"Tlaxcala","May",0,0.35
1994,"Veracruz","May",2,37.44
1994,"Yucatán","May",6,47.03
1994,"Zacatecas","May",0,0
1994,"Aguascalientes","June",0,0
1994,"Baja California","June",0,0
1994,"Baja California Sur","June",0,8.28
1994,"Campeche","June",1,15.56
1994,"Coahuila","June",0,31.44
1994,"Colima","June",1,9.89
1994,"Chiapas","June",2,4.01
1994,"Chihuahua","June",0,0.04
1994,"Distrito Federal","June",0,0
1994,"Durango","June",0,0.07
1994,"Guanajuato","June",0,0
1994,"Guerrero","June",38,4.86
1994,"Hidalgo","June",0,0.05
1994,"Jalisco","June",1,1.25
1994,"México","June",0,0
1994,"Michoacán","June",0,0
1994,"Morelos","June",0,13.99
1994,"Nayarit","June",6,13.72
1994,"Nuevo León","June",4,15.05
1994,"Oaxaca","June",14,31.01
1994,"Puebla","June",0,0.24
1994,"Querétaro","June",0,0
1994,"Quintana Roo","June",0,15.17
1994,"SanLuis Potosí","June",0,6.62
1994,"Sinaloa","June",9,8.78
1994,"Sonora","June",0,0.05
1994,"Tabasco","June",1,61.91
1994,"Tamaulipas","June",3,9.6
1994,"Tlaxcala","June",0,0.35
1994,"Veracruz","June",1,37.44
1994,"Yucatán","June",4,47.03
1994,"Zacatecas","June",0,0
1994,"Aguascalientes","July",0,0
1994,"Baja California","July",0,0
1994,"Baja California Sur","July",0,8.28
1994,"Campeche","July",0,15.56
1994,"Coahuila","July",0,31.44
1994,"Colima","July",0,9.89
1994,"Chiapas","July",5,4.01
1994,"Chihuahua","July",0,0.04
1994,"Distrito Federal","July",0,0
1994,"Durango","July",0,0.07
1994,"Guanajuato","July",0,0
1994,"Guerrero","July",16,4.86
1994,"Hidalgo","July",0,0.05
1994,"Jalisco","July",0,1.25
1994,"México","July",0,0
1994,"Michoacán","July",0,0
1994,"Morelos","July",0,13.99
1994,"Nayarit","July",8,13.72
1994,"Nuevo León","July",0,15.05
1994,"Oaxaca","July",22,31.01
1994,"Puebla","July",0,0.24
1994,"Querétaro","July",0,0
1994,"Quintana Roo","July",0,15.17
1994,"SanLuis Potosí","July",1,6.62
1994,"Sinaloa","July",0,8.78
1994,"Sonora","July",0,0.05
1994,"Tabasco","July",0,61.91
1994,"Tamaulipas","July",0,9.6
1994,"Tlaxcala","July",0,0.35
1994,"Veracruz","July",220,37.44
1994,"Yucatán","July",11,47.03
1994,"Zacatecas","July",0,0
1994,"Aguascalientes","August",0,0
1994,"Baja California","August",0,0
1994,"Baja California Sur","August",0,8.28
1994,"Campeche","August",5,15.56
1994,"Coahuila","August",0,31.44
1994,"Colima","August",3,9.89
1994,"Chiapas","August",2,4.01
1994,"Chihuahua","August",0,0.04
1994,"Distrito Federal","August",0,0
1994,"Durango","August",0,0.07
1994,"Guanajuato","August",0,0
1994,"Guerrero","August",16,4.86
1994,"Hidalgo","August",0,0.05
1994,"Jalisco","August",0,1.25
1994,"México","August",0,0
1994,"Michoacán","August",0,0
1994,"Morelos","August",9,13.99
1994,"Nayarit","August",9,13.72
1994,"Nuevo León","August",13,15.05
1994,"Oaxaca","August",48,31.01
1994,"Puebla","August",0,0.24
1994,"Querétaro","August",0,0
1994,"Quintana Roo","August",0,15.17
1994,"SanLuis Potosí","August",6,6.62
1994,"Sinaloa","August",5,8.78
1994,"Sonora","August",1,0.05
1994,"Tabasco","August",10,61.91
1994,"Tamaulipas","August",1,9.6
1994,"Tlaxcala","August",0,0.35
1994,"Veracruz","August",53,37.44
1994,"Yucatán","August",59,47.03
1994,"Zacatecas","August",0,0
1994,"Aguascalientes","September",0,0
1994,"Baja California","September",0,0
1994,"Baja California Sur","September",0,8.28
1994,"Campeche","September",4,15.56
1994,"Coahuila","September",0,31.44
1994,"Colima","September",1,9.89
1994,"Chiapas","September",6,4.01
1994,"Chihuahua","September",0,0.04
1994,"Distrito Federal","September",0,0
1994,"Durango","September",0,0.07
1994,"Guanajuato","September",0,0
1994,"Guerrero","September",7,4.86
1994,"Hidalgo","September",0,0.05
1994,"Jalisco","September",0,1.25
1994,"México","September",0,0
1994,"Michoacán","September",0,0
1994,"Morelos","September",30,13.99
1994,"Nayarit","September",3,13.72
1994,"Nuevo León","September",67,15.05
1994,"Oaxaca","September",120,31.01
1994,"Puebla","September",0,0.24
1994,"Querétaro","September",0,0
1994,"Quintana Roo","September",0,15.17
1994,"SanLuis Potosí","September",2,6.62
1994,"Sinaloa","September",41,8.78
1994,"Sonora","September",0,0.05
1994,"Tabasco","September",113,61.91
1994,"Tamaulipas","September",0,9.6
1994,"Tlaxcala","September",0,0.35
1994,"Veracruz","September",117,37.44
1994,"Yucatán","September",55,47.03
1994,"Zacatecas","September",0,0
1994,"Aguascalientes","October",0,0
1994,"Baja California","October",0,0
1994,"Baja California Sur","October",0,8.28
1994,"Campeche","October",0,15.56
1994,"Coahuila","October",0,31.44
1994,"Colima","October",5,9.89
1994,"Chiapas","October",6,4.01
1994,"Chihuahua","October",0,0.04
1994,"Distrito Federal","October",0,0
1994,"Durango","October",0,0.07
1994,"Guanajuato","October",0,0
1994,"Guerrero","October",2,4.86
1994,"Hidalgo","October",0,0.05
1994,"Jalisco","October",69,1.25
1994,"México","October",0,0
1994,"Michoacán","October",0,0
1994,"Morelos","October",91,13.99
1994,"Nayarit","October",3,13.72
1994,"Nuevo León","October",146,15.05
1994,"Oaxaca","October",250,31.01
1994,"Puebla","October",0,0.24
1994,"Querétaro","October",0,0
1994,"Quintana Roo","October",68,15.17
1994,"SanLuis Potosí","October",0,6.62
1994,"Sinaloa","October",89,8.78
1994,"Sonora","October",0,0.05
1994,"Tabasco","October",289,61.91
1994,"Tamaulipas","October",1,9.6
1994,"Tlaxcala","October",0,0.35
1994,"Veracruz","October",841,37.44
1994,"Yucatán","October",58,47.03
1994,"Zacatecas","October",0,0
1994,"Aguascalientes","November",0,0
1994,"Baja California","November",0,0
1994,"Baja California Sur","November",4,8.28
1994,"Campeche","November",35,15.56
1994,"Coahuila","November",631,31.44
1994,"Colima","November",3,9.89
1994,"Chiapas","November",64,4.01
1994,"Chihuahua","November",0,0.04
1994,"Distrito Federal","November",0,0
1994,"Durango","November",0,0.07
1994,"Guanajuato","November",0,0
1994,"Guerrero","November",13,4.86
1994,"Hidalgo","November",0,0.05
1994,"Jalisco","November",0,1.25
1994,"México","November",0,0
1994,"Michoacán","November",0,0
1994,"Morelos","November",5,13.99
1994,"Nayarit","November",44,13.72
1994,"Nuevo León","November",200,15.05
1994,"Oaxaca","November",360,31.01
1994,"Puebla","November",0,0.24
1994,"Querétaro","November",0,0
1994,"Quintana Roo","November",16,15.17
1994,"SanLuis Potosí","November",104,6.62
1994,"Sinaloa","November",47,8.78
1994,"Sonora","November",0,0.05
1994,"Tabasco","November",495,61.91
1994,"Tamaulipas","November",127,9.6
1994,"Tlaxcala","November",0,0.35
1994,"Veracruz","November",897,37.44
1994,"Yucatán","November",264,47.03
1994,"Zacatecas","November",0,0
1994,"Aguascalientes","December",0,0
1994,"Baja California","December",0,0
1994,"Baja California Sur","December",15,8.28
1994,"Campeche","December",46,15.56
1994,"Coahuila","December",52,31.44
1994,"Colima","December",8,9.89
1994,"Chiapas","December",32,4.01
1994,"Chihuahua","December",1,0.04
1994,"Distrito Federal","December",0,0
1994,"Durango","December",0,0.07
1994,"Guanajuato","December",0,0
1994,"Guerrero","December",10,4.86
1994,"Hidalgo","December",0,0.05
1994,"Jalisco","December",4,1.25
1994,"México","December",0,0
1994,"Michoacán","December",0,0
1994,"Morelos","December",57,13.99
1994,"Nayarit","December",23,13.72
1994,"Nuevo León","December",92,15.05
1994,"Oaxaca","December",177,31.01
1994,"Puebla","December",5,0.24
1994,"Querétaro","December",0,0
1994,"Quintana Roo","December",8,15.17
1994,"SanLuis Potosí","December",32,6.62
1994,"Sinaloa","December",0,8.78
1994,"Sonora","December",0,0.05
1994,"Tabasco","December",112,61.91
1994,"Tamaulipas","December",87,9.6
1994,"Tlaxcala","December",0,0.35
1994,"Veracruz","December",432,37.44
1994,"Yucatán","December",240,47.03
1994,"Zacatecas","December",0,0
1995,"Aguascalientes","January",1,0.12
1995,"Baja California","January",0,0
1995,"Baja California Sur","January",2,8.58
1995,"Campeche","January",85,37.8
1995,"Coahuila","January",0,53.52
1995,"Colima","January",28,109.78
1995,"Chiapas","January",14,14.7
1995,"Chihuahua","January",0,0
1995,"Distrito Federal","January",0,0.06
1995,"Durango","January",0,4.48
1995,"Guanajuato","January",0,0
1995,"Guerrero","January",49,24.01
1995,"Hidalgo","January",0,0.85
1995,"Jalisco","January",0,1.9
1995,"México","January",0,0.03
1995,"Michoacán","January",0,1.53
1995,"Morelos","January",4,21.48
1995,"Nayarit","January",30,72.5
1995,"Nuevo León","January",3,34.16
1995,"Oaxaca","January",119,42.78
1995,"Puebla","January",0,0.4
1995,"Querétaro","January",1,0.08
1995,"Quintana Roo","January",4,1.19
1995,"SanLuis Potosí","January",0,141.96
1995,"Sinaloa","January",53,435.54
1995,"Sonora","January",0,1.42
1995,"Tabasco","January",19,39.68
1995,"Tamaulipas","January",27,302.08
1995,"Tlaxcala","January",0,0
1995,"Veracruz","January",136,99.68
1995,"Yucatán","January",102,16.55
1995,"Zacatecas","January",0,0
1995,"Aguascalientes","February",0,0.12
1995,"Baja California","February",0,0
1995,"Baja California Sur","February",1,8.58
1995,"Campeche","February",17,37.8
1995,"Coahuila","February",0,53.52
1995,"Colima","February",24,109.78
1995,"Chiapas","February",5,14.7
1995,"Chihuahua","February",0,0
1995,"Distrito Federal","February",0,0.06
1995,"Durango","February",0,4.48
1995,"Guanajuato","February",0,0
1995,"Guerrero","February",37,24.01
1995,"Hidalgo","February",0,0.85
1995,"Jalisco","February",0,1.9
1995,"México","February",0,0.03
1995,"Michoacán","February",0,1.53
1995,"Morelos","February",0,21.48
1995,"Nayarit","February",14,72.5
1995,"Nuevo León","February",0,34.16
1995,"Oaxaca","February",43,42.78
1995,"Puebla","February",0,0.4
1995,"Querétaro","February",0,0.08
1995,"Quintana Roo","February",0,1.19
1995,"SanLuis Potosí","February",0,141.96
1995,"Sinaloa","February",24,435.54
1995,"Sonora","February",0,1.42
1995,"Tabasco","February",7,39.68
1995,"Tamaulipas","February",5,302.08
1995,"Tlaxcala","February",0,0
1995,"Veracruz","February",66,99.68
1995,"Yucatán","February",22,16.55
1995,"Zacatecas","February",0,0
1995,"Aguascalientes","March",0,0.12
1995,"Baja California","March",0,0
1995,"Baja California Sur","March",2,8.58
1995,"Campeche","March",1,37.8
1995,"Coahuila","March",0,53.52
1995,"Colima","March",35,109.78
1995,"Chiapas","March",2,14.7
1995,"Chihuahua","March",0,0
1995,"Distrito Federal","March",0,0.06
1995,"Durango","March",0,4.48
1995,"Guanajuato","March",0,0
1995,"Guerrero","March",20,24.01
1995,"Hidalgo","March",0,0.85
1995,"Jalisco","March",0,1.9
1995,"México","March",0,0.03
1995,"Michoacán","March",0,1.53
1995,"Morelos","March",1,21.48
1995,"Nayarit","March",8,72.5
1995,"Nuevo León","March",0,34.16
1995,"Oaxaca","March",21,42.78
1995,"Puebla","March",0,0.4
1995,"Querétaro","March",0,0.08
1995,"Quintana Roo","March",1,1.19
1995,"SanLuis Potosí","March",0,141.96
1995,"Sinaloa","March",14,435.54
1995,"Sonora","March",0,1.42
1995,"Tabasco","March",2,39.68
1995,"Tamaulipas","March",9,302.08
1995,"Tlaxcala","March",0,0
1995,"Veracruz","March",73,99.68
1995,"Yucatán","March",10,16.55
1995,"Zacatecas","March",0,0
1995,"Aguascalientes","April",0,0.12
1995,"Baja California","April",0,0
1995,"Baja California Sur","April",4,8.58
1995,"Campeche","April",2,37.8
1995,"Coahuila","April",0,53.52
1995,"Colima","April",22,109.78
1995,"Chiapas","April",2,14.7
1995,"Chihuahua","April",0,0
1995,"Distrito Federal","April",1,0.06
1995,"Durango","April",0,4.48
1995,"Guanajuato","April",0,0
1995,"Guerrero","April",24,24.01
1995,"Hidalgo","April",0,0.85
1995,"Jalisco","April",0,1.9
1995,"México","April",0,0.03
1995,"Michoacán","April",1,1.53
1995,"Morelos","April",10,21.48
1995,"Nayarit","April",4,72.5
1995,"Nuevo León","April",4,34.16
1995,"Oaxaca","April",10,42.78
1995,"Puebla","April",2,0.4
1995,"Querétaro","April",0,0.08
1995,"Quintana Roo","April",0,1.19
1995,"SanLuis Potosí","April",0,141.96
1995,"Sinaloa","April",4,435.54
1995,"Sonora","April",0,1.42
1995,"Tabasco","April",5,39.68
1995,"Tamaulipas","April",6,302.08
1995,"Tlaxcala","April",0,0
1995,"Veracruz","April",40,99.68
1995,"Yucatán","April",9,16.55
1995,"Zacatecas","April",0,0
1995,"Aguascalientes","May",0,0.12
1995,"Baja California","May",0,0
1995,"Baja California Sur","May",1,8.58
1995,"Campeche","May",4,37.8
1995,"Coahuila","May",0,53.52
1995,"Colima","May",11,109.78
1995,"Chiapas","May",10,14.7
1995,"Chihuahua","May",0,0
1995,"Distrito Federal","May",1,0.06
1995,"Durango","May",0,4.48
1995,"Guanajuato","May",0,0
1995,"Guerrero","May",5,24.01
1995,"Hidalgo","May",0,0.85
1995,"Jalisco","May",0,1.9
1995,"México","May",0,0.03
1995,"Michoacán","May",0,1.53
1995,"Morelos","May",49,21.48
1995,"Nayarit","May",292,72.5
1995,"Nuevo León","May",0,34.16
1995,"Oaxaca","May",12,42.78
1995,"Puebla","May",0,0.4
1995,"Querétaro","May",0,0.08
1995,"Quintana Roo","May",0,1.19
1995,"SanLuis Potosí","May",0,141.96
1995,"Sinaloa","May",5,435.54
1995,"Sonora","May",0,1.42
1995,"Tabasco","May",8,39.68
1995,"Tamaulipas","May",3,302.08
1995,"Tlaxcala","May",0,0
1995,"Veracruz","May",42,99.68
1995,"Yucatán","May",12,16.55
1995,"Zacatecas","May",0,0
1995,"Aguascalientes","June",0,0.12
1995,"Baja California","June",0,0
1995,"Baja California Sur","June",0,8.58
1995,"Campeche","June",12,37.8
1995,"Coahuila","June",0,53.52
1995,"Colima","June",8,109.78
1995,"Chiapas","June",15,14.7
1995,"Chihuahua","June",0,0
1995,"Distrito Federal","June",1,0.06
1995,"Durango","June",0,4.48
1995,"Guanajuato","June",0,0
1995,"Guerrero","June",13,24.01
1995,"Hidalgo","June",0,0.85
1995,"Jalisco","June",0,1.9
1995,"México","June",0,0.03
1995,"Michoacán","June",0,1.53
1995,"Morelos","June",27,21.48
1995,"Nayarit","June",29,72.5
1995,"Nuevo León","June",0,34.16
1995,"Oaxaca","June",65,42.78
1995,"Puebla","June",0,0.4
1995,"Querétaro","June",0,0.08
1995,"Quintana Roo","June",0,1.19
1995,"SanLuis Potosí","June",0,141.96
1995,"Sinaloa","June",4,435.54
1995,"Sonora","June",0,1.42
1995,"Tabasco","June",0,39.68
1995,"Tamaulipas","June",3,302.08
1995,"Tlaxcala","June",0,0
1995,"Veracruz","June",411,99.68
1995,"Yucatán","June",2,16.55
1995,"Zacatecas","June",0,0
1995,"Aguascalientes","July",0,0.12
1995,"Baja California","July",0,0
1995,"Baja California Sur","July",0,8.58
1995,"Campeche","July",7,37.8
1995,"Coahuila","July",0,53.52
1995,"Colima","July",12,109.78
1995,"Chiapas","July",15,14.7
1995,"Chihuahua","July",0,0
1995,"Distrito Federal","July",0,0.06
1995,"Durango","July",0,4.48
1995,"Guanajuato","July",0,0
1995,"Guerrero","July",9,24.01
1995,"Hidalgo","July",1,0.85
1995,"Jalisco","July",0,1.9
1995,"México","July",1,0.03
1995,"Michoacán","July",6,1.53
1995,"Morelos","July",45,21.48
1995,"Nayarit","July",8,72.5
1995,"Nuevo León","July",0,34.16
1995,"Oaxaca","July",73,42.78
1995,"Puebla","July",0,0.4
1995,"Querétaro","July",0,0.08
1995,"Quintana Roo","July",0,1.19
1995,"SanLuis Potosí","July",351,141.96
1995,"Sinaloa","July",9,435.54
1995,"Sonora","July",0,1.42
1995,"Tabasco","July",2,39.68
1995,"Tamaulipas","July",138,302.08
1995,"Tlaxcala","July",0,0
1995,"Veracruz","July",249,99.68
1995,"Yucatán","July",2,16.55
1995,"Zacatecas","July",0,0
1995,"Aguascalientes","August",0,0.12
