"Year","State","Month","Cases","Incidence.Per.100000"
1985,"Aguascalientes","January",8,1.27
1985,"Baja California","January",3,0.23
1985,"Baja California Sur","January",0,10.03
1985,"Campeche","January",0,3.75
1985,"Coahuila","January",0,74.28
1985,"Colima","January",17,530.99
1985,"Chiapas","January",2,2.34
1985,"Chihuahua","January",0,0.23
1985,"Distrito Federal","January",0,0
1985,"Durango","January",0,0
1985,"Guanajuato","January",0,0.09
1985,"Guerrero","January",9,15.93
1985,"Hidalgo","January",0,0.06
1985,"Jalisco","January",9,11.6
1985,"México","January",0,0.01
1985,"Michoacán","January",37,16.08
1985,"Morelos","January",0,0.26
1985,"Nayarit","January",5,57.06
1985,"Nuevo León","January",0,31.42
1985,"Oaxaca","January",7,35.67
1985,"Puebla","January",0,2.6
1985,"Querétaro","January",0,0
1985,"Quintana Roo","January",0,32.05
1985,"San Luis Potosí","January",0,137.1
1985,"Sinaloa","January",10,106.47
1985,"Sonora","January",0,0.47
1985,"Tabasco","January",0,44.6
1985,"Tamaulipas","January",0,0.23
1985,"Tlaxcala","January",0,0
1985,"Veracruz","January",6,6.07
1985,"Yucatán","January",36,15.04
1985,"Zacatecas","January",0,0
1985,"Aguascalientes","February",0,1.27
1985,"Baja California","February",0,0.23
1985,"Baja California Sur","February",0,10.03
1985,"Campeche","February",0,3.75
1985,"Coahuila","February",0,74.28
1985,"Colima","February",16,530.99
1985,"Chiapas","February",3,2.34
1985,"Chihuahua","February",0,0.23
1985,"Distrito Federal","February",0,0
1985,"Durango","February",0,0
1985,"Guanajuato","February",0,0.09
1985,"Guerrero","February",4,15.93
1985,"Hidalgo","February",0,0.06
1985,"Jalisco","February",0,11.6
1985,"México","February",0,0.01
1985,"Michoacán","February",32,16.08
1985,"Morelos","February",0,0.26
1985,"Nayarit","February",3,57.06
1985,"Nuevo León","February",0,31.42
1985,"Oaxaca","February",3,35.67
1985,"Puebla","February",1,2.6
1985,"Querétaro","February",0,0
1985,"Quintana Roo","February",6,32.05
1985,"San Luis Potosí","February",0,137.1
1985,"Sinaloa","February",7,106.47
1985,"Sonora","February",0,0.47
1985,"Tabasco","February",0,44.6
1985,"Tamaulipas","February",0,0.23
1985,"Tlaxcala","February",0,0
1985,"Veracruz","February",6,6.07
1985,"Yucatán","February",12,15.04
1985,"Zacatecas","February",0,0
1985,"Aguascalientes","March",0,1.27
1985,"Baja California","March",0,0.23
1985,"Baja California Sur","March",3,10.03
1985,"Campeche","March",1,3.75
1985,"Coahuila","March",0,74.28
1985,"Colima","March",42,530.99
1985,"Chiapas","March",6,2.34
1985,"Chihuahua","March",5,0.23
1985,"Distrito Federal","March",0,0
1985,"Durango","March",0,0
1985,"Guanajuato","March",2,0.09
1985,"Guerrero","March",4,15.93
1985,"Hidalgo","March",0,0.06
1985,"Jalisco","March",1,11.6
1985,"México","March",0,0.01
1985,"Michoacán","March",63,16.08
1985,"Morelos","March",0,0.26
1985,"Nayarit","March",70,57.06
1985,"Nuevo León","March",0,31.42
1985,"Oaxaca","March",21,35.67
1985,"Puebla","March",0,2.6
1985,"Querétaro","March",0,0
1985,"Quintana Roo","March",10,32.05
1985,"San Luis Potosí","March",125,137.1
1985,"Sinaloa","March",8,106.47
1985,"Sonora","March",0,0.47
1985,"Tabasco","March",0,44.6
1985,"Tamaulipas","March",3,0.23
1985,"Tlaxcala","March",0,0
1985,"Veracruz","March",6,6.07
1985,"Yucatán","March",4,15.04
1985,"Zacatecas","March",0,0
1985,"Aguascalientes","April",0,1.27
1985,"Baja California","April",0,0.23
1985,"Baja California Sur","April",2,10.03
1985,"Campeche","April",2,3.75
1985,"Coahuila","April",0,74.28
1985,"Colima","April",47,530.99
1985,"Chiapas","April",1,2.34
1985,"Chihuahua","April",0,0.23
1985,"Distrito Federal","April",0,0
1985,"Durango","April",0,0
1985,"Guanajuato","April",0,0.09
1985,"Guerrero","April",75,15.93
1985,"Hidalgo","April",0,0.06
1985,"Jalisco","April",361,11.6
1985,"México","April",0,0.01
1985,"Michoacán","April",44,16.08
1985,"Morelos","April",0,0.26
1985,"Nayarit","April",7,57.06
1985,"Nuevo León","April",0,31.42
1985,"Oaxaca","April",13,35.67
1985,"Puebla","April",1,2.6
1985,"Querétaro","April",0,0
1985,"Quintana Roo","April",6,32.05
1985,"San Luis Potosí","April",17,137.1
1985,"Sinaloa","April",2,106.47
1985,"Sonora","April",0,0.47
1985,"Tabasco","April",0,44.6
1985,"Tamaulipas","April",1,0.23
1985,"Tlaxcala","April",0,0
1985,"Veracruz","April",8,6.07
1985,"Yucatán","April",7,15.04
1985,"Zacatecas","April",0,0
1985,"Aguascalientes","May",0,1.27
1985,"Baja California","May",0,0.23
1985,"Baja California Sur","May",2,10.03
1985,"Campeche","May",0,3.75
1985,"Coahuila","May",0,74.28
1985,"Colima","May",24,530.99
1985,"Chiapas","May",5,2.34
1985,"Chihuahua","May",0,0.23
1985,"Distrito Federal","May",0,0
1985,"Durango","May",0,0
1985,"Guanajuato","May",0,0.09
1985,"Guerrero","May",8,15.93
1985,"Hidalgo","May",0,0.06
1985,"Jalisco","May",46,11.6
1985,"México","May",0,0.01
1985,"Michoacán","May",44,16.08
1985,"Morelos","May",0,0.26
1985,"Nayarit","May",92,57.06
1985,"Nuevo León","May",0,31.42
1985,"Oaxaca","May",19,35.67
1985,"Puebla","May",0,2.6
1985,"Querétaro","May",0,0
1985,"Quintana Roo","May",4,32.05
1985,"San Luis Potosí","May",20,137.1
1985,"Sinaloa","May",7,106.47
1985,"Sonora","May",0,0.47
1985,"Tabasco","May",0,44.6
1985,"Tamaulipas","May",0,0.23
1985,"Tlaxcala","May",0,0
1985,"Veracruz","May",5,6.07
1985,"Yucatán","May",17,15.04
1985,"Zacatecas","May",0,0
1985,"Aguascalientes","June",0,1.27
1985,"Baja California","June",0,0.23
1985,"Baja California Sur","June",2,10.03
1985,"Campeche","June",0,3.75
1985,"Coahuila","June",0,74.28
1985,"Colima","June",39,530.99
1985,"Chiapas","June",3,2.34
1985,"Chihuahua","June",0,0.23
1985,"Distrito Federal","June",0,0
1985,"Durango","June",0,0
1985,"Guanajuato","June",0,0.09
1985,"Guerrero","June",0,15.93
1985,"Hidalgo","June",0,0.06
1985,"Jalisco","June",1,11.6
1985,"México","June",0,0.01
1985,"Michoacán","June",5,16.08
1985,"Morelos","June",0,0.26
1985,"Nayarit","June",13,57.06
1985,"Nuevo León","June",0,31.42
1985,"Oaxaca","June",7,35.67
1985,"Puebla","June",0,2.6
1985,"Querétaro","June",0,0
1985,"Quintana Roo","June",3,32.05
1985,"San Luis Potosí","June",4,137.1
1985,"Sinaloa","June",0,106.47
1985,"Sonora","June",0,0.47
1985,"Tabasco","June",3,44.6
1985,"Tamaulipas","June",1,0.23
1985,"Tlaxcala","June",0,0
1985,"Veracruz","June",5,6.07
1985,"Yucatán","June",0,15.04
1985,"Zacatecas","June",0,0
1985,"Aguascalientes","July",0,1.27
1985,"Baja California","July",0,0.23
1985,"Baja California Sur","July",5,10.03
1985,"Campeche","July",5,3.75
1985,"Coahuila","July",0,74.28
1985,"Colima","July",68,530.99
1985,"Chiapas","July",6,2.34
1985,"Chihuahua","July",0,0.23
1985,"Distrito Federal","July",0,0
1985,"Durango","July",0,0
1985,"Guanajuato","July",0,0.09
1985,"Guerrero","July",118,15.93
1985,"Hidalgo","July",0,0.06
1985,"Jalisco","July",5,11.6
1985,"México","July",0,0.01
1985,"Michoacán","July",40,16.08
1985,"Morelos","July",3,0.26
1985,"Nayarit","July",15,57.06
1985,"Nuevo León","July",0,31.42
1985,"Oaxaca","July",61,35.67
1985,"Puebla","July",22,2.6
1985,"Querétaro","July",0,0
1985,"Quintana Roo","July",10,32.05
1985,"San Luis Potosí","July",1,137.1
1985,"Sinaloa","July",13,106.47
1985,"Sonora","July",8,0.47
1985,"Tabasco","July",12,44.6
1985,"Tamaulipas","July",0,0.23
1985,"Tlaxcala","July",0,0
1985,"Veracruz","July",6,6.07
1985,"Yucatán","July",33,15.04
1985,"Zacatecas","July",0,0
1985,"Aguascalientes","August",0,1.27
1985,"Baja California","August",0,0.23
1985,"Baja California Sur","August",5,10.03
1985,"Campeche","August",1,3.75
1985,"Coahuila","August",0,74.28
1985,"Colima","August",261,530.99
1985,"Chiapas","August",10,2.34
1985,"Chihuahua","August",0,0.23
1985,"Distrito Federal","August",0,0
1985,"Durango","August",0,0
1985,"Guanajuato","August",0,0.09
1985,"Guerrero","August",12,15.93
1985,"Hidalgo","August",0,0.06
1985,"Jalisco","August",19,11.6
1985,"México","August",0,0.01
1985,"Michoacán","August",54,16.08
1985,"Morelos","August",0,0.26
1985,"Nayarit","August",34,57.06
1985,"Nuevo León","August",0,31.42
1985,"Oaxaca","August",19,35.67
1985,"Puebla","August",7,2.6
1985,"Querétaro","August",0,0
1985,"Quintana Roo","August",1,32.05
1985,"San Luis Potosí","August",12,137.1
1985,"Sinaloa","August",19,106.47
1985,"Sonora","August",0,0.47
1985,"Tabasco","August",0,44.6
1985,"Tamaulipas","August",0,0.23
1985,"Tlaxcala","August",0,0
1985,"Veracruz","August",5,6.07
1985,"Yucatán","August",15,15.04
1985,"Zacatecas","August",0,0
1985,"Aguascalientes","September",0,1.27
1985,"Baja California","September",0,0.23
1985,"Baja California Sur","September",3,10.03
1985,"Campeche","September",4,3.75
1985,"Coahuila","September",265,74.28
1985,"Colima","September",422,530.99
1985,"Chiapas","September",0,2.34
1985,"Chihuahua","September",0,0.23
1985,"Distrito Federal","September",0,0
1985,"Durango","September",0,0
1985,"Guanajuato","September",0,0.09
1985,"Guerrero","September",37,15.93
1985,"Hidalgo","September",0,0.06
1985,"Jalisco","September",0,11.6
1985,"México","September",0,0.01
1985,"Michoacán","September",71,16.08
1985,"Morelos","September",0,0.26
1985,"Nayarit","September",45,57.06
1985,"Nuevo León","September",309,31.42
1985,"Oaxaca","September",0,35.67
1985,"Puebla","September",5,2.6
1985,"Querétaro","September",0,0
1985,"Quintana Roo","September",3,32.05
1985,"San Luis Potosí","September",2209,137.1
1985,"Sinaloa","September",525,106.47
1985,"Sonora","September",0,0.47
1985,"Tabasco","September",112,44.6
1985,"Tamaulipas","September",0,0.23
1985,"Tlaxcala","September",0,0
1985,"Veracruz","September",36,6.07
1985,"Yucatán","September",32,15.04
1985,"Zacatecas","September",0,0
1985,"Aguascalientes","October",0,1.27
1985,"Baja California","October",0,0.23
1985,"Baja California Sur","October",1,10.03
1985,"Campeche","October",6,3.75
1985,"Coahuila","October",736,74.28
1985,"Colima","October",369,530.99
1985,"Chiapas","October",10,2.34
1985,"Chihuahua","October",0,0.23
1985,"Distrito Federal","October",0,0
1985,"Durango","October",0,0
1985,"Guanajuato","October",1,0.09
1985,"Guerrero","October",38,15.93
1985,"Hidalgo","October",0,0.06
1985,"Jalisco","October",81,11.6
1985,"México","October",0,0.01
1985,"Michoacán","October",37,16.08
1985,"Morelos","October",0,0.26
1985,"Nayarit","October",37,57.06
1985,"Nuevo León","October",190,31.42
1985,"Oaxaca","October",1,35.67
1985,"Puebla","October",7,2.6
1985,"Querétaro","October",0,0
1985,"Quintana Roo","October",16,32.05
1985,"San Luis Potosí","October",195,137.1
1985,"Sinaloa","October",967,106.47
1985,"Sonora","October",0,0.47
1985,"Tabasco","October",69,44.6
1985,"Tamaulipas","October",0,0.23
1985,"Tlaxcala","October",0,0
1985,"Veracruz","October",101,6.07
1985,"Yucatán","October",16,15.04
1985,"Zacatecas","October",0,0
1985,"Aguascalientes","November",0,1.27
1985,"Baja California","November",0,0.23
1985,"Baja California Sur","November",5,10.03
1985,"Campeche","November",0,3.75
1985,"Coahuila","November",341,74.28
1985,"Colima","November",403,530.99
1985,"Chiapas","November",10,2.34
1985,"Chihuahua","November",0,0.23
1985,"Distrito Federal","November",0,0
1985,"Durango","November",0,0
1985,"Guanajuato","November",0,0.09
1985,"Guerrero","November",23,15.93
1985,"Hidalgo","November",1,0.06
1985,"Jalisco","November",0,11.6
1985,"México","November",0,0.01
1985,"Michoacán","November",4,16.08
1985,"Morelos","November",0,0.26
1985,"Nayarit","November",54,57.06
1985,"Nuevo León","November",307,31.42
1985,"Oaxaca","November",173,35.67
1985,"Puebla","November",23,2.6
1985,"Querétaro","November",0,0
1985,"Quintana Roo","November",39,32.05
1985,"San Luis Potosí","November",43,137.1
1985,"Sinaloa","November",729,106.47
1985,"Sonora","November",0,0.47
1985,"Tabasco","November",92,44.6
1985,"Tamaulipas","November",0,0.23
1985,"Tlaxcala","November",0,0
1985,"Veracruz","November",146,6.07
1985,"Yucatán","November",2,15.04
1985,"Zacatecas","November",0,0
1985,"Aguascalientes","December",0,1.27
1985,"Baja California","December",0,0.23
1985,"Baja California Sur","December",0,10.03
1985,"Campeche","December",1,3.75
1985,"Coahuila","December",0,74.28
1985,"Colima","December",407,530.99
1985,"Chiapas","December",0,2.34
1985,"Chihuahua","December",0,0.23
1985,"Distrito Federal","December",0,0
1985,"Durango","December",0,0
1985,"Guanajuato","December",0,0.09
1985,"Guerrero","December",58,15.93
1985,"Hidalgo","December",0,0.06
1985,"Jalisco","December",54,11.6
1985,"México","December",1,0.01
1985,"Michoacán","December",89,16.08
1985,"Morelos","December",0,0.26
1985,"Nayarit","December",89,57.06
1985,"Nuevo León","December",127,31.42
1985,"Oaxaca","December",599,35.67
1985,"Puebla","December",34,2.6
1985,"Querétaro","December",0,0
1985,"Quintana Roo","December",8,32.05
1985,"San Luis Potosí","December",1,137.1
1985,"Sinaloa","December",54,106.47
1985,"Sonora","December",0,0.47
1985,"Tabasco","December",260,44.6
1985,"Tamaulipas","December",0,0.23
1985,"Tlaxcala","December",0,0
1985,"Veracruz","December",50,6.07
1985,"Yucatán","December",11,15.04
1985,"Zacatecas","December",0,0
1986,"Aguascalientes","January",0,0
1986,"Baja California","January",0,4.9
1986,"Baja California Sur","January",0,242
1986,"Campeche","January",3,5
1986,"Coahuila","January",0,1
1986,"Colima","January",31,230.2
1986,"Chiapas","January",12,8.7
1986,"Chihuahua","January",0,0
1986,"Distrito Federal","January",0,0
1986,"Durango","January",0,0
1986,"Guanajuato","January",0,0
1986,"Guerrero","January",1,15.8
1986,"Hidalgo","January",0,1.9
1986,"Jalisco","January",28,19.3
1986,"México","January",0,0
1986,"Michoacán","January",23,8.5
1986,"Morelos","January",0,0.9
1986,"Nayarit","January",0,125.6
1986,"Nuevo León","January",83,64.6
1986,"Oaxaca","January",63,24.7
1986,"Puebla","January",9,88.7
1986,"Querétaro","January",0,5.8
1986,"Quintana Roo","January",1,10.4
1986,"San Luis Potosí","January",5,11.3
1986,"Sinaloa","January",33,36.4
1986,"Sonora","January",0,8.9
1986,"Tabasco","January",6,6.5
1986,"Tamaulipas","January",0,11.5
1986,"Tlaxcala","January",0,0
1986,"Veracruz","January",16,112
1986,"Yucatán","January",4,2.8
1986,"Zacatecas","January",0,0
1986,"Aguascalientes","February",0,0
1986,"Baja California","February",0,4.9
1986,"Baja California Sur","February",7,242
1986,"Campeche","February",1,5
1986,"Coahuila","February",0,1
1986,"Colima","February",33,230.2
1986,"Chiapas","February",3,8.7
1986,"Chihuahua","February",0,0
1986,"Distrito Federal","February",0,0
1986,"Durango","February",0,0
1986,"Guanajuato","February",0,0
1986,"Guerrero","February",0,15.8
1986,"Hidalgo","February",0,1.9
1986,"Jalisco","February",13,19.3
1986,"México","February",0,0
1986,"Michoacán","February",27,8.5
1986,"Morelos","February",0,0.9
1986,"Nayarit","February",4,125.6
1986,"Nuevo León","February",2,64.6
1986,"Oaxaca","February",1,24.7
1986,"Puebla","February",5,88.7
1986,"Querétaro","February",0,5.8
1986,"Quintana Roo","February",4,10.4
1986,"San Luis Potosí","February",0,11.3
1986,"Sinaloa","February",12,36.4
1986,"Sonora","February",0,8.9
1986,"Tabasco","February",1,6.5
1986,"Tamaulipas","February",0,11.5
1986,"Tlaxcala","February",0,0
1986,"Veracruz","February",13,112
1986,"Yucatán","February",4,2.8
1986,"Zacatecas","February",0,0
1986,"Aguascalientes","March",0,0
1986,"Baja California","March",0,4.9
1986,"Baja California Sur","March",0,242
1986,"Campeche","March",0,5
1986,"Coahuila","March",0,1
1986,"Colima","March",28,230.2
1986,"Chiapas","March",3,8.7
1986,"Chihuahua","March",0,0
1986,"Distrito Federal","March",0,0
1986,"Durango","March",0,0
1986,"Guanajuato","March",0,0
1986,"Guerrero","March",6,15.8
1986,"Hidalgo","March",0,1.9
1986,"Jalisco","March",4,19.3
1986,"México","March",0,0
1986,"Michoacán","March",12,8.5
1986,"Morelos","March",0,0.9
1986,"Nayarit","March",0,125.6
1986,"Nuevo León","March",2,64.6
1986,"Oaxaca","March",1,24.7
1986,"Puebla","March",4,88.7
1986,"Querétaro","March",0,5.8
1986,"Quintana Roo","March",6,10.4
1986,"San Luis Potosí","March",0,11.3
1986,"Sinaloa","March",1,36.4
1986,"Sonora","March",0,8.9
1986,"Tabasco","March",5,6.5
1986,"Tamaulipas","March",0,11.5
1986,"Tlaxcala","March",0,0
1986,"Veracruz","March",26,112
1986,"Yucatán","March",0,2.8
1986,"Zacatecas","March",0,0
1986,"Aguascalientes","April",0,0
1986,"Baja California","April",0,4.9
1986,"Baja California Sur","April",7,242
1986,"Campeche","April",0,5
1986,"Coahuila","April",0,1
1986,"Colima","April",40,230.2
1986,"Chiapas","April",13,8.7
1986,"Chihuahua","April",0,0
1986,"Distrito Federal","April",0,0
1986,"Durango","April",0,0
1986,"Guanajuato","April",0,0
1986,"Guerrero","April",1,15.8
1986,"Hidalgo","April",0,1.9
1986,"Jalisco","April",14,19.3
1986,"México","April",0,0
1986,"Michoacán","April",14,8.5
1986,"Morelos","April",2,0.9
1986,"Nayarit","April",3,125.6
1986,"Nuevo León","April",0,64.6
1986,"Oaxaca","April",1,24.7
1986,"Puebla","April",0,88.7
1986,"Querétaro","April",0,5.8
1986,"Quintana Roo","April",3,10.4
1986,"San Luis Potosí","April",3,11.3
1986,"Sinaloa","April",13,36.4
1986,"Sonora","April",15,8.9
1986,"Tabasco","April",4,6.5
1986,"Tamaulipas","April",0,11.5
1986,"Tlaxcala","April",0,0
1986,"Veracruz","April",15,112
1986,"Yucatán","April",2,2.8
1986,"Zacatecas","April",0,0
1986,"Aguascalientes","May",0,0
1986,"Baja California","May",0,4.9
1986,"Baja California Sur","May",1,242
1986,"Campeche","May",1,5
1986,"Coahuila","May",0,1
1986,"Colima","May",22,230.2
1986,"Chiapas","May",1,8.7
1986,"Chihuahua","May",0,0
1986,"Distrito Federal","May",0,0
1986,"Durango","May",0,0
1986,"Guanajuato","May",0,0
1986,"Guerrero","May",11,15.8
1986,"Hidalgo","May",0,1.9
1986,"Jalisco","May",12,19.3
1986,"México","May",0,0
1986,"Michoacán","May",16,8.5
1986,"Morelos","May",3,0.9
1986,"Nayarit","May",1,125.6
1986,"Nuevo León","May",5,64.6
1986,"Oaxaca","May",0,24.7
1986,"Puebla","May",0,88.7
1986,"Querétaro","May",0,5.8
1986,"Quintana Roo","May",4,10.4
1986,"San Luis Potosí","May",0,11.3
1986,"Sinaloa","May",31,36.4
1986,"Sonora","May",8,8.9
1986,"Tabasco","May",3,6.5
1986,"Tamaulipas","May",0,11.5
1986,"Tlaxcala","May",0,0
1986,"Veracruz","May",18,112
1986,"Yucatán","May",3,2.8
1986,"Zacatecas","May",0,0
1986,"Aguascalientes","June",0,0
1986,"Baja California","June",0,4.9
1986,"Baja California Sur","June",7,242
1986,"Campeche","June",0,5
1986,"Coahuila","June",0,1
1986,"Colima","June",5,230.2
1986,"Chiapas","June",20,8.7
1986,"Chihuahua","June",0,0
1986,"Distrito Federal","June",0,0
1986,"Durango","June",0,0
1986,"Guanajuato","June",0,0
1986,"Guerrero","June",8,15.8
1986,"Hidalgo","June",0,1.9
1986,"Jalisco","June",0,19.3
1986,"México","June",0,0
1986,"Michoacán","June",5,8.5
1986,"Morelos","June",0,0.9
1986,"Nayarit","June",11,125.6
1986,"Nuevo León","June",0,64.6
1986,"Oaxaca","June",2,24.7
1986,"Puebla","June",22,88.7
1986,"Querétaro","June",0,5.8
1986,"Quintana Roo","June",3,10.4
1986,"San Luis Potosí","June",0,11.3
1986,"Sinaloa","June",28,36.4
1986,"Sonora","June",6,8.9
1986,"Tabasco","June",2,6.5
1986,"Tamaulipas","June",0,11.5
1986,"Tlaxcala","June",0,0
1986,"Veracruz","June",52,112
1986,"Yucatán","June",6,2.8
1986,"Zacatecas","June",0,0
1986,"Aguascalientes","July",0,0
1986,"Baja California","July",0,4.9
1986,"Baja California Sur","July",57,242
1986,"Campeche","July",0,5
1986,"Coahuila","July",0,1
1986,"Colima","July",14,230.2
1986,"Chiapas","July",46,8.7
1986,"Chihuahua","July",0,0
1986,"Distrito Federal","July",0,0
1986,"Durango","July",0,0
1986,"Guanajuato","July",0,0
1986,"Guerrero","July",40,15.8
1986,"Hidalgo","July",0,1.9
1986,"Jalisco","July",0,19.3
1986,"México","July",0,0
1986,"Michoacán","July",6,8.5
1986,"Morelos","July",0,0.9
1986,"Nayarit","July",25,125.6
1986,"Nuevo León","July",2,64.6
1986,"Oaxaca","July",0,24.7
1986,"Puebla","July",344,88.7
1986,"Querétaro","July",1,5.8
1986,"Quintana Roo","July",1,10.4
1986,"San Luis Potosí","July",2,11.3
1986,"Sinaloa","July",38,36.4
1986,"Sonora","July",0,8.9
1986,"Tabasco","July",8,6.5
1986,"Tamaulipas","July",2,11.5
1986,"Tlaxcala","July",0,0
1986,"Veracruz","July",310,112
1986,"Yucatán","July",4,2.8
1986,"Zacatecas","July",0,0
1986,"Aguascalientes","August",0,0
1986,"Baja California","August",0,4.9
1986,"Baja California Sur","August",44,242
1986,"Campeche","August",1,5
1986,"Coahuila","August",1,1
1986,"Colima","August",19,230.2
1986,"Chiapas","August",47,8.7
1986,"Chihuahua","August",0,0
1986,"Distrito Federal","August",0,0
1986,"Durango","August",0,0
1986,"Guanajuato","August",0,0
1986,"Guerrero","August",3,15.8
1986,"Hidalgo","August",0,1.9
1986,"Jalisco","August",44,19.3
1986,"México","August",0,0
1986,"Michoacán","August",22,8.5
1986,"Morelos","August",0,0.9
1986,"Nayarit","August",39,125.6
1986,"Nuevo León","August",0,64.6
1986,"Oaxaca","August",2,24.7
1986,"Puebla","August",364,88.7
1986,"Querétaro","August",0,5.8
1986,"Quintana Roo","August",1,10.4
1986,"San Luis Potosí","August",1,11.3
1986,"Sinaloa","August",39,36.4
1986,"Sonora","August",88,8.9
1986,"Tabasco","August",5,6.5
1986,"Tamaulipas","August",0,11.5
1986,"Tlaxcala","August",0,0
1986,"Veracruz","August",993,112
1986,"Yucatán","August",0,2.8
1986,"Zacatecas","August",0,0
1986,"Aguascalientes","September",0,0
1986,"Baja California","September",0,4.9
1986,"Baja California Sur","September",96,242
1986,"Campeche","September",0,5
1986,"Coahuila","September",4,1
1986,"Colima","September",84,230.2
1986,"Chiapas","September",16,8.7
1986,"Chihuahua","September",0,0
1986,"Distrito Federal","September",0,0
1986,"Durango","September",0,0
1986,"Guanajuato","September",0,0
1986,"Guerrero","September",0,15.8
1986,"Hidalgo","September",24,1.9
1986,"Jalisco","September",60,19.3
1986,"México","September",0,0
1986,"Michoacán","September",36,8.5
1986,"Morelos","September",0,0.9
1986,"Nayarit","September",74,125.6
1986,"Nuevo León","September",43,64.6
1986,"Oaxaca","September",5,24.7
1986,"Puebla","September",2117,88.7
1986,"Querétaro","September",28,5.8
1986,"Quintana Roo","September",7,10.4
1986,"San Luis Potosí","September",78,11.3
1986,"Sinaloa","September",147,36.4
1986,"Sonora","September",0,8.9
1986,"Tabasco","September",23,6.5
1986,"Tamaulipas","September",0,11.5
1986,"Tlaxcala","September",0,0
1986,"Veracruz","September",3353,112
1986,"Yucatán","September",4,2.8
1986,"Zacatecas","September",0,0
1986,"Aguascalientes","October",0,0
1986,"Baja California","October",0,4.9
1986,"Baja California Sur","October",107,242
1986,"Campeche","October",1,5
1986,"Coahuila","October",6,1
1986,"Colima","October",225,230.2
1986,"Chiapas","October",27,8.7
1986,"Chihuahua","October",0,0
1986,"Distrito Federal","October",0,0
1986,"Durango","October",0,0
1986,"Guanajuato","October",1,0
1986,"Guerrero","October",43,15.8
1986,"Hidalgo","October",11,1.9
1986,"Jalisco","October",323,19.3
1986,"México","October",3,0
1986,"Michoacán","October",52,8.5
1986,"Morelos","October",2,0.9
1986,"Nayarit","October",270,125.6
1986,"Nuevo León","October",202,64.6
1986,"Oaxaca","October",279,24.7
1986,"Puebla","October",481,88.7
1986,"Querétaro","October",10,5.8
1986,"Quintana Roo","October",6,10.4
1986,"San Luis Potosí","October",38,11.3
1986,"Sinaloa","October",243,36.4
1986,"Sonora","October",44,8.9
1986,"Tabasco","October",11,6.5
1986,"Tamaulipas","October",243,11.5
1986,"Tlaxcala","October",0,0
1986,"Veracruz","October",1998,112
1986,"Yucatán","October",4,2.8
1986,"Zacatecas","October",0,0
1986,"Aguascalientes","November",0,0
1986,"Baja California","November",0,4.9
1986,"Baja California Sur","November",253,242
1986,"Campeche","November",3,5
1986,"Coahuila","November",7,1
1986,"Colima","November",266,230.2
1986,"Chiapas","November",13,8.7
1986,"Chihuahua","November",0,0
1986,"Distrito Federal","November",0,0
1986,"Durango","November",0,0
1986,"Guanajuato","November",0,0
1986,"Guerrero","November",137,15.8
1986,"Hidalgo","November",1,1.9
1986,"Jalisco","November",372,19.3
1986,"México","November",0,0
1986,"Michoacán","November",59,8.5
1986,"Morelos","November",4,0.9
1986,"Nayarit","November",232,125.6
1986,"Nuevo León","November",1284,64.6
1986,"Oaxaca","November",92,24.7
1986,"Puebla","November",0,88.7
1986,"Querétaro","November",0,5.8
1986,"Quintana Roo","November",0,10.4
1986,"San Luis Potosí","November",74,11.3
1986,"Sinaloa","November",117,36.4
1986,"Sonora","November",0,8.9
1986,"Tabasco","November",12,6.5
1986,"Tamaulipas","November",8,11.5
1986,"Tlaxcala","November",0,0
1986,"Veracruz","November",357,112
1986,"Yucatán","November",3,2.8
1986,"Zacatecas","November",0,0
1986,"Aguascalientes","December",0,0
1986,"Baja California","December",72,4.9
1986,"Baja California Sur","December",96,242
1986,"Campeche","December",17,5
1986,"Coahuila","December",0,1
1986,"Colima","December",205,230.2
1986,"Chiapas","December",7,8.7
1986,"Chihuahua","December",0,0
1986,"Distrito Federal","December",0,0
1986,"Durango","December",0,0
1986,"Guanajuato","December",0,0
1986,"Guerrero","December",138,15.8
1986,"Hidalgo","December",0,1.9
1986,"Jalisco","December",113,19.3
1986,"México","December",0,0
1986,"Michoacán","December",0,8.5
1986,"Morelos","December",0,0.9
1986,"Nayarit","December",415,125.6
1986,"Nuevo León","December",413,64.6
1986,"Oaxaca","December",189,24.7
1986,"Puebla","December",59,88.7
1986,"Querétaro","December",13,5.8
1986,"Quintana Roo","December",0,10.4
1986,"San Luis Potosí","December",12,11.3
1986,"Sinaloa","December",129,36.4
1986,"Sonora","December",0,8.9
1986,"Tabasco","December",5,6.5
1986,"Tamaulipas","December",8,11.5
1986,"Tlaxcala","December",0,0
1986,"Veracruz","December",68,112
1986,"Yucatán","December",0,2.8
1986,"Zacatecas","December",0,0
1987,"Aguascalientes","January",0,0
1987,"Baja California","January",0,0
1987,"Baja California Sur","January",3,24.8
1987,"Campeche","January",0,24.8
1987,"Coahuila","January",0,0.1
1987,"Colima","January",42,203.7
1987,"Chiapas","January",4,13.9
1987,"Chihuahua","January",0,0
1987,"Distrito Federal","January",0,0
1987,"Durango","January",0,0
1987,"Guanajuato","January",0,0.1
1987,"Guerrero","January",24,53.6
1987,"Hidalgo","January",0,0
1987,"Jalisco","January",8,37.6
1987,"México","January",0,0
1987,"Michoacán","January",34,6.9
1987,"Morelos","January",0,51
1987,"Nayarit","January",24,318
1987,"Nuevo León","January",2,19.4
