id,x,y
5,452.12,516.75
5,445.67,529.00
5,437.33,544.67
5,426.25,563.25
5,418.00,577.17
5,413.25,586.33
5,408.00,595.00
5,401.75,605.50
5,393.25,619.00
5,386.50,630.25
5,376.00,647.75
5,367.25,662.00
5,359.00,677.25
4,471.62,447.25
4,467.12,456.62
4,459.75,467.00
4,453.12,475.62
4,442.88,488.50
4,430.33,501.00
4,409.67,521.67
4,390.00,539.67
4,367.67,560.67
4,348.00,579.00
4,328.67,597.33
4,308.33,617.00
4,288.33,638.00
4,274.33,652.67
4,260.33,667.67
4,252.33,676.33
3,468.00,446.33
3,462.00,455.67
3,455.00,463.67
3,446.33,472.00
3,437.33,480.33
3,423.00,491.50
3,411.50,500.50
3,398.00,510.50
3,383.00,520.83
3,370.50,530.50
3,358.50,540.50
3,343.17,553.33
3,327.00,567.83
3,309.00,583.33
3,293.83,596.33
3,282.00,607.50
3,271.00,617.50
3,258.33,630.67
3,243.67,646.00
3,227.67,663.33
3,215.33,676.67
1,450.50,440.75
1,431.75,452.25
1,416.00,457.75
1,402.25,459.75
1,385.50,459.75
1,361.75,458.25
1,343.00,457.25
1,325.25,457.75
1,313.75,460.00
1,298.73,462.91
1,279.45,466.36
1,257.09,471.64
1,236.91,475.82
1,221.45,476.18
1,210.55,475.45
1,202.36,472.36
1,194.55,467.64
1,184.18,466.73
1,170.55,467.09
1,154.91,468.73
1,134.73,472.36
1,118.73,476.18
1,101.00,480.75
1,82.50,485.50
1,60.00,490.50
1,35.00,497.00
1,19.00,502.00
1,8.00,506.00
1,0.00,508.75
2,460.00,443.33
2,453.33,449.33
2,446.67,455.33
2,439.33,462.00
2,425.33,471.33
2,411.33,476.67
2,400.00,480.00
2,388.00,482.67
2,366.50,486.00
2,346.67,490.00
2,330.67,494.67
2,313.33,499.67
2,295.67,505.00
2,279.67,509.33
2,264.33,514.33
2,250.67,519.00
2,236.33,523.33
2,224.33,528.00
2,189.00,541.67
2,165.00,552.00
2,130.00,566.00
2,98.50,579.50
2,65.00,595.00
2,37.50,607.50
2,16.00,617.50
2,0.00,626.00
